sentence_number	tsv_row_index	id	source	lowercased_utterance
106077	106077	books_87787	books	а знаете ли защо се ядосваха
106083	106083	books_87793	books	търговецът на коне от молила който беше купил коня лека полека се разлютяваше все повече
106122	106122	books_87833	books	момчето си заслужи коня
106141	106141	books_87852	books	господарят се залови да впряга коня
106184	106184	books_87895	books	готфрид хукна подире му защото и без друго не можеше да говори с татко си както беше целият покрит със сметана
106237	106237	books_87948	books	какъв гръб какъв крак
106296	106296	books_88025	books	сопна се емил
106300	106300	books_88030	books	няма значение казваше алфред
106302	106302	books_88032	books	но емил никак не трепереше
106340	106340	books_88074	books	нали има храна пък ще гледам да не напипат кибрита или нещо друго
106345	106345	books_88079	books	сега ще стане весело
106374	106374	books_88111	books	той най-често отиваше там защото нали там живееше алфред пък и майката на емил която беше толкова мила с бедните
106376	106376	books_88113	books	командоршата скрила храната в един шкаф на тавана където по това време на годината било студено и подходящо
106381	106381	books_88118	books	заявила тя
106398	106398	books_88135	books	слушай емиле обади се малката
106439	106439	books_88177	books	но представете си само каква вещица беше взе че заключи вратата отвън и пъхна ключа в торбата
106461	106461	books_88200	books	всички с изключение на салия амалия
106541	106541	books_88281	books	хайде занесете й го
106546	106546	books_88286	books	в катхулт имаха дърварска шейна голяма и дълга която наричаха влекача
106587	106587	books_88327	books	а към катхулт потеглиха емил и алфред и малката ида под светлината на луната и блясъка на звездите
106593	106593	books_88333	books	в моята яма има вълк
106607	106607	books_88347	books	с няколко скока се озова до ямата преди другите
106669	106669	books_88410	books	не виждаш ли че туй наистина е командоршата
106684	106684	books_88425	books	толкова по-добре че поседя тук та да си припомниш
106687	106687	books_88428	books	те спяха сега нейните сиромаси във въшлясалите си легла и командоршата за нищо на света не искаше да ги събуди
106706	106706	books_88447	books	отдавна си мислех да ти кажа нещо
106745	106745	books_88486	books	най-сетне чекмеджето така се натъпка с тетрадки че едва можеше да се издърпа
106749	106749	books_88490	books	попита тя учудено
106759	106759	books_88500	books	всъщност
106761	106761	books_88502	books	не може да се изобразява свещеникът по такъв начин каза майката на емил
106772	106772	books_88515	books	това накара лина да млъкне
106807	106807	books_88551	books	възкликна емил
106813	106813	books_88557	books	през цялата тълпа премина някакъв шепот когато емил и лукас се втурнаха в двора и мнозина си казаха под мустак
106816	106816	books_88560	books	за щастие намери се една стара селянка която предложи четири та емил се отърва от кревата
106851	106851	books_88595	books	обаче тогава
106869	106869	books_88613	books	трябва да внимаваме да не дойде някой да ги притесни
106886	106886	books_88630	books	двойно по-дълго ще стоиш в дърводелската барака да го знаеш
106888	106888	books_88632	books	куцата лота стана негова кокошка каквото и да мислеше татко му по този въпрос
106927	106927	books_88672	books	ще има и други търгове оставете и за тях малко кръв
106936	106936	books_88682	books	един подир друг ратаите подаваха подути учудени лица от камарата и бавно се изправяха на крака
106952	106952	books_88698	books	дойдоха и други хора да помагат но рола не искаше да вижда нито един селянин в стопанския двор и го опразни до последния човек
106962	106962	books_88708	books	ако и без това искаш да я застреляш защо не ми я дадеш на мен
106974	106974	books_88720	books	това момче от катхулт не било чак толкова глупаво
106980	106980	books_88726	books	майката на емил се втурна навън и малката
107002	107002	books_88748	books	това ти е от куцата лота
107019	107019	books_88765	books	възмути се лина
107021	107021	books_88768	books	смъмри я майката на емил и затръшна вратичката на фурната подир последния хляб
107079	107079	books_88830	books	ако някога сте ходили из гората в смоланд в някое ранно неделно утро през юни тогава веднага ще си спомните колко е хубаво
107082	107082	books_88835	books	тифис е страшна болест каза тя
107113	107113	books_88869	books	но нищо не стана
107134	107134	books_88890	books	не искам
107146	107146	books_88902	books	и какъвто беше находчив емил бързо намисли как ще стане всичко
107167	107167	books_88923	books	лина пак се завайка и затвори очи
107177	107177	books_88933	books	алфред си легна да спи в тревата под крушата и в момента
107218	107218	books_88982	books	къде е емил
107268	107268	books_89033	books	горкото свинско мъниче тюхкаше се тя сигурно скоро ще умре
107292	107292	books_89057	books	много ми идва отръки да чеша прасета казваше той
107305	107305	books_89071	books	попита тя любопитно
107326	107326	books_89093	books	емил прекара целия ден в тревоги за мъничето и извърши само няколко прости дребни пакости които никой не забеляза
107350	107350	books_89117	books	човек наистина можеше да се запита как си я мислеше таткото на емил къде би могъл
107360	107360	books_89127	books	опазил ме бог
107371	107371	books_89139	books	прави каквото щеш
107377	107377	books_89145	books	какъвто си беше послушен емил веднага тръгна
107418	107418	books_89187	books	на емил не му оставаше нищо друго освен да й устрои колкото е възможно по-бързо едно тържествено погребение
107428	107428	books_89199	books	как можа да й хрумне на мама че такива вкусни череши трябвало да се заровят
107433	107433	books_89204	books	замислено налапа още няколко череши а след това още няколко
107436	107436	books_89207	books	лина я виж дали емил не е при
107450	107450	books_89221	books	какво му е на емил
107471	107471	books_89243	books	изхлипа ида
107486	107486	books_89258	books	съветвам те да не го правиш
107503	107503	books_89276	books	когато емил и майка му потеглиха мъничето се втурна подире им и искаше да ги придружи
107507	107507	books_89280	books	цяла льонеберя искаше да присъствува за да насочи емил към трезвеност
107521	107521	books_89294	books	и то би трябвало да даде обет за трезвеност защото яде повече череши от мен
107525	107525	books_89298	books	всички така се увлякоха да гледат
107529	107529	books_89302	books	слушай мъниче това важи и за теб
107590	107590	books_89364	books	помислиха най-малко че колят таткото на емил
107595	107595	books_89369	books	събуди се емиле
107641	107641	books_89420	books	амин амин дай боже
107698	107698	books_89479	books	горкият татко на емил
107732	107732	books_89513	books	затова няма да вика за помощ
107737	107737	books_89518	books	тогава той зърна баща си
107770	107770	books_89553	books	че прасето си ще мушна
107771	107771	books_89554	books	и кат го мушна ще пищи
107828	107828	books_89614	books	алфред ще трябва цял ден да рине сняг
107844	107844	books_89630	books	емил се разтревожи още повече
107887	107887	books_89681	books	така и стана
107965	107965	books_89764	books	водачът зяпна емил сякаш виждаше призрак а не затрупаното от сняг момче от катхулт в льонеберя
108009	108009	books_89810	books	това беше един от онези дни в които обичаше татко си
108013	108013	books_89814	books	но капакът беше изстинал и трябваше да се стопли отново
108047	108047	books_89851	books	това се отнасяше за теб емиле
108066	108066	books_89870	books	ами ако стане такъв председател на общинския съвет който прави пакости
108189	108189	books_90003	books	и бездруго никога не сме използвали целия замък
108193	108193	books_90007	books	но тоя въпрос скоро бе уреден и животът в замъка продължи съвсем както преди
108202	108202	books_90017	books	но тъй или инак матис смяташе че всичко което роня прави е несравнимо и друга като нея няма на земята
108207	108207	books_90022	books	бурка заклетият враг на матис
108212	108212	books_90027	books	те се биеха на живот и смърт за плячката и здравата се грабеха един друг ако през разбойническата клисура не минеха достатъчно коли
108223	108223	books_90039	books	научи се и да танцува
108228	108228	books_90044	books	също тъй гъвкава също тъй тъмноока и чернокоса
108241	108241	books_90058	books	да се пазиш от дивите витри от сивите джуджета и от разбойниците на бурка
108259	108259	books_90076	books	имаше предвид пропастта която разполовяваше матисовия замък
108262	108262	books_90079	books	тогава вече няма да правиш нищо повече издума матис и от гърдите му се изтръгна вопъл събрал сякаш цялата мъка на света
108264	108264	books_90081	books	тогава няма да се изтърколя в дяволското гърло
108269	108269	books_90087	books	дори огромният матисов замък не бе целият свят
108270	108270	books_90088	books	дори високата матисова скала беше целият свят не светът бе далеч по-голям
108276	108276	books_90094	books	виж ти просто не й се вярваше да има такива грамадни дървета и толкова буйни води при това истински как да не се засмееш
108283	108283	books_90101	books	никога не беше правила нещо по-весело
108310	108310	books_90128	books	и чак сега разбра колко опасни са те сивите джуджета от които матис я предупреди да се пази
108322	108322	books_90140	books	изчезвайте сиви джуджета
108325	108325	books_90143	books	матис мигом се озова там вдигна я в прегръдките си и тя плака в брадата му докато той я отнасяше у дома в замъка
108331	108331	books_90149	books	затова най-сигурното е изобщо да не се боиш в матисовата гора
108350	108350	books_90168	books	нещата просто си ги имаше в света нали виждаше
108389	108389	books_90207	books	да тя беше сама но не й липсваше никой
108419	108419	books_90241	books	роня знаеше че не е единственото дете на света
108423	108423	books_90245	books	той все още не я виждаше
108424	108424	books_90246	books	роня го наблюдаваше как седи и тихичко се засмя за туй че го има
108525	108525	books_90348	books	ремъкът се впи в тялото й
108532	108532	books_90355	books	не трябва да скоча още веднъж
108552	108552	books_90375	books	тогава изкрещя
108572	108572	books_90395	books	и какви други дяволщини са станали за които аз не съм разбрал
108592	108592	books_90416	books	ако са ти полазили въшки кожуха няма да ти стане по-добре да лежиш тук и да хленчиш
108598	108598	books_90422	books	но нищичко не хапна
108626	108626	books_90450	books	матис постави стражи за през нощта не само при
108630	108630	books_90455	books	отивам да си легна ловис
108656	108656	books_90481	books	а краката й винаги бяха боси не обуваше нищо чак докато паднеше сняг
108696	108696	books_90521	books	трябва да узнае
108700	108700	books_90525	books	как се вмъкнахме ли
108729	108729	books_90555	books	то блестеше под слънчевата светлина и светеше като най-топло злато
108733	108733	books_90559	books	зъзнеща тя отново надяна коженото елече
108740	108740	books_90566	books	по-полека разбойническа щерко обади се бирк
108743	108743	books_90569	books	подвикна му тя и профуча нататък
108746	108746	books_90572	books	беше клекнал пред лисичата дупка където живееше нейното лисиче семейство
108749	108749	books_90575	books	наглеждаше ги още откакто през пролетта им се родиха малки
108811	108811	books_90637	books	нямаше защо да се страхува макар никога дотогава да не бе правила по-необичайно пътешествие
108937	108937	books_90770	books	матис се почувствува нещастен
108946	108946	books_90779	books	той гордо поглади черната си брада
108970	108970	books_90803	books	и докато това продължаваше заграбеното не беше много
108971	108971	books_90804	books	явно и бурковите разбойници имаха други грижи защото хората които тези дни минаваха през разбойническата клисура се чудеха какво става с разбойниците
109089	109089	books_90923	books	никой тя знаеше
109099	109099	books_90933	books	с креслив кикот витрата кацна до нея
109100	109100	books_90934	books	малко красиво момиче
109179	109179	books_91013	books	роня сестричке моя изрече бирк
109204	109204	books_91038	books	матис знаеше
109273	109273	books_91109	books	но да се чака беше трудно а роня много мразеше да стои затворена
109283	109283	books_91119	books	беше разрушила и скалата под него и затова подземният проход беше срутен по средата и засипан с каменни отломки
109291	109291	books_91127	books	роня вече не се мяркаше често в каменната зала
109310	109310	books_91146	books	та нали тя го ненавиждаше беше го пратила по дяволите и него и всички буркови разбойници
109343	109343	books_91179	books	после се втурна за да посрещне оня дето идеше
109344	109344	books_91180	books	който и да бе той трябваше да му се попречи да види какво е направила с камарата камъни
109360	109360	books_91196	books	макар че той винаги си изглеждаше така
109420	109420	books_91257	books	грабна дебелите къшеи хляб по един във всяка ръка и започна да яде
109439	109439	books_91277	books	почти не сме имали и вода
109451	109451	books_91289	books	бирк се засмя
109474	109474	books_91312	books	ще дойда с гребен за въшки и ще донеса от всичко по малко
109503	109503	books_91341	books	питаше роня
109538	109538	books_91379	books	като радостен вик пролетта се разпростря над горите около матисовия замък
109547	109547	books_91388	books	но матис упорито беше я задържал в къщи
109560	109560	books_91402	books	лежеше на слънце изтегнал се върху една каменна плоча
109564	109564	books_91406	books	трябваше да викна един пролетен вик инак щях да се пръсна
109574	109574	books_91416	books	да ще видя какво ще направя
109626	109626	books_91471	books	да не искаш да кажеш че този щурак ти се е нахвърлил когато си му подавала хляб
109635	109635	books_91480	books	можеш да го наречеш дивчо
109661	109661	books_91506	books	тогава и бирк избухна в смях
109706	109706	books_91552	books	но роня не виждаше какво смешно има
109729	109729	books_91576	books	тежко болен той лежеше в несвяст
109750	109750	books_91598	books	а защо това непременно трябва да стане с кървави стрели та да загинете всички преди да сте се спогодили
109773	109773	books_91621	books	тя погледна бирк и се разсмя
109800	109800	books_91648	books	знаеха откъде обикновено се появява яздешком матис и по кои пътеки броди бурка
109802	109802	books_91650	books	роня остави бирк да тръгне преди нея
109819	109819	books_91667	books	тя влетя припряно в каменната зала
109826	109826	books_91674	books	попита роня
109827	109827	books_91675	books	матис посочи
109852	109852	books_91702	books	сгълча пер черепа роня и я хвана за ръката
109866	109866	books_91716	books	ако кнотас не беше я подхванал щеше да се забие право в една от пръчките на леглото
109867	109867	books_91717	books	ала никой не можеше да се държи така с ловис без да си изпати
109876	109876	books_91726	books	застанала със скръстени ръце тя проследи как той и всичките му разбойници напуснаха каменната зала
109901	109901	books_91751	books	самата тя чуваше и виждаше повече отколкото можеше да понесе
109902	109902	books_91752	books	до матис стоеше бирк
109912	109912	books_91762	books	най-напред трябва да намеря безопасно място където да се заселим
109985	109985	books_91835	books	и това дете ще ми бъде върнато разбра ли бурка
110038	110038	books_91890	books	само веднъж крадешком го стрелна с крайчеца на окото си и видя един матис съвсем различен от оня баща който тя познаваше
110045	110045	books_91898	books	след като главатарят само лежеше при пер черепа с вперен в стената поглед ясно е че не можеха да излязат на грабеж
110046	110046	books_91899	books	наистина много жалко мислеха си те тъй като тъкмо по това време на годината през гората преминават повече пътници откогато и да било
110056	110056	books_91909	books	колко отдавна й се стори че е било
110080	110080	books_91933	books	в планините наоколо имаше няколко пещери но като мечата пещера нямаше друга
110092	110092	books_91945	books	да къде другаде да бъда
110103	110103	books_91956	books	накрая утихна и по дишането й се разбра че вече спи
110162	110162	books_92016	books	стана и взе вързопа
110166	110166	books_92020	books	видя среднощни тролове да танцуват под лунната светлина покачени върху голям каменен блок
110197	110197	books_92052	books	и тук шуми същият поток който чувах у дома
110200	110200	books_92055	books	огненочервено то изплува от утринните мъгли и грейна като пожар над близките и далечни гори
110212	110212	books_92068	books	роня дори не помнеше че през нощта е била тъжна
110218	110218	books_92074	books	останаха край огъня докато слънцето се изкачваше в небето долу под тях шумеше потокът а гората наоколо се пробуждаше
110225	110225	books_92081	books	попита роня
110245	110245	books_92101	books	ще трябва да го донесе днес ловис ще се погрижи за това вярвай ми
110291	110291	books_92147	books	с леки скокове те избягаха да пасат нейде другаде където щяха да бъдат оставени на мира
110328	110328	books_92185	books	тя весело подскачаше по пътечката пред бирк
110339	110339	books_92196	books	бирк се засмя
110358	110358	books_92215	books	бирк беше обрулил клонките на брезичката
110360	110360	books_92217	books	по пътеката след него оставаха кървави следи но това не го тревожеше
110401	110401	books_92259	books	ала ножа го нямаше
110449	110449	books_92308	books	с голямо удоволствие би й дал да го разбере
110459	110459	books_92319	books	ами какво ли яде бродещият из гората какво ли яде роня
110494	110494	books_92355	books	отказа се и тръгна да се прибира в пещерата колкото и да му горчеше самотата
110507	110507	books_92369	books	роня плачеше отчаяно но бирк бе обзет от най-дива радост
110518	110518	books_92380	books	и бирк хукна
110568	110568	books_92430	books	това мляко беше за малкото ти жребче въздъхна роня
110573	110573	books_92435	books	а бирк се зарадва на млякото
110619	110619	books_92482	books	бирк и роня вече започваха да се разбират с тях
110625	110625	books_92488	books	беше ред на бирк да дои и щурак и дивчо стояха съвсем наблизо и гледаха
110629	110629	books_92492	books	той я хвърли но не така лесно като миналия път
110632	110632	books_92495	books	надигна се съвсем невредима като разтъркваше натъртените си лакти
110643	110643	books_92506	books	гледай роня
110644	110644	books_92507	books	изкрещя бирк
110656	110656	books_92519	books	но щурак беше съвсем обезумял
110687	110687	books_92550	books	докато накрая роня не можа да изцеди от нея и капчица мляко и лиа ясно даде да се разбере че е време да спрат
110711	110711	books_92574	books	така витрата не можеше да докопа и двамата но те знаеха че в глупостта си щеше да се опита
110712	110712	books_92575	books	и именно това ги спаси
110723	110723	books_92586	books	вървяха ръка за ръка през гората и говореха ли говореха обзети от радостна възбуда след целия преживян ужас
110746	110746	books_92609	books	затова ли дойде
110766	110766	books_92629	books	дойде време да изпълни заръката на ловис а това бе тънка работа тя го беше предупредила и той се притесняваше
110769	110769	books_92632	books	вътре в пещерата нещо изтрака
110770	110770	books_92633	books	този който слушаше там държеше роня да знае това
110775	110775	books_92638	books	как е сега в матисовия замък
110776	110776	books_92639	books	и малък клипен отговори както си беше
110777	110777	books_92640	books	тъжно е вече в матисовия замък
110796	110796	books_92659	books	нито пък някой друг има право да го споменава когато той може да чуе
110802	110802	books_92665	books	щом матис продължава да не ме смята за свое дете няма
110804	110804	books_92667	books	благодаря отвърна малък клипен с такъв поздрав дори и пер черепа няма да посмее да се вести пред него
110819	110819	books_92682	books	послушай ме и ела
110863	110863	books_92727	books	та да съм винаги весела
110867	110867	books_92731	books	мисля си че ей там живеят среднощните тролове под оня грамаден камък отвърна роня
110881	110881	books_92745	books	а може би пък сивите джуджета поне веднъж са държали устата си затворена иначе дивите витри отдавна да са ни нападнали
110889	110889	books_92754	books	спускаха се с кръжене над потока като крещяха и виеха
110907	110907	books_92774	books	бирк къде си
110948	110948	books_92815	books	изведнъж усетиха силен тласък който ги разтърси
110994	110994	books_92862	books	сега той се отвръщаше от нея и й ставаше чужд о как го ненавиждаше заради това никога не беше изпитвала подобна ярост
111020	111020	books_92888	books	а и аз едвам издържам
111022	111022	books_92890	books	тя дълго мълча
111072	111072	books_92940	books	ами ти
111073	111073	books_92941	books	попита роня
111084	111084	books_92952	books	роня поклати глава
111086	111086	books_92954	books	няма да мога дори да се измъкна през вълчата прегръдка
111120	111120	books_92989	books	бирк пусна ведрото с вода на земята и здраво хвана роня за ръка
111135	111135	books_93005	books	би ли искала да тръгнеш след тях
111138	111138	books_93008	books	но пер черепа твърди
111139	111139	books_93009	books	какво казва пер черепа
111153	111153	books_93024	books	и най-сетне дъждът спря
111171	111171	books_93042	books	роня го изгледа ядосано
111172	111172	books_93043	books	как можеше да бъде толкова спокоен
111173	111173	books_93044	books	как можеше да говори тъй лекомислено
111179	111179	books_93050	books	друг огън
111180	111180	books_93051	books	та тя нямаше при кого да отиде
111231	111231	books_93102	books	горещо те моля роня върни се отново при мен у дома
111235	111235	books_93106	books	едва сега матис забеляза бирк и въздъхна тежко
111247	111247	books_93119	books	когато роня осъзна какво всъщност говори матис нещо в нея зачурулика
111260	111260	books_93133	books	попита матис
111300	111300	books_93173	books	всички освен щурак и дивчо
111319	111319	books_93192	books	тоя хапльо смята че управникът и стражниците накрая ще победят ако не се пазим
111334	111334	books_93207	books	когато хората се връщат у дома трябва да има някакъв салют
111340	111340	books_93214	books	ловис ще ми приготвиш ли голямата каца да се изкъпя
111358	111358	books_93232	books	дано и той да се е стоплил чак до пръстите на краката помисли тя и затвори очи
111409	111409	books_93286	books	според мен най-умно ще бъде да се сложи край на разбойническите грабежи
111430	111430	books_93308	books	и дните си минаваха а матис не се вслушваше в съветите на пер черепа
111440	111440	books_93319	books	така не може да продължава
111451	111451	books_93330	books	какъвто съм силен и храбър
111463	111463	books_93342	books	това обичаше да казва моята майка
111482	111482	books_93363	books	но когато спря да хърка бурка стовари коравата си кратуна с все сила върху носа на матис и от него бликна кръв
111502	111502	books_93383	books	бурка не тъгувай задето не ти провървя днес
111533	111533	books_93415	books	и роня обеща да мълчи
111534	111534	books_93416	books	тогава пер черепа улови малките й топли ръчички за да посгрее своите които бяха тъй студени и ето какво й разказа
111605	111605	books_93487	books	щом дойде моментът ще го намериш
111617	111617	books_93499	books	чуваше се само немощното хрипливо дишане на пер черепа
111622	111622	books_93504	books	макар че беше тъй уморен в последно време помисли си тя може би ще си отдъхне някъде другаде на някое незнайно място
111634	111634	books_93517	books	искаш ли да те прегърна за малко
111640	111640	books_93523	books	зимата напредваше вече заваля първият сняг и меките влажни снежинки се спускаха над ковчега докато матис и разбойниците го отнасяха на определеното място
111683	111683	books_93566	books	но чуден човек бе матис никога не се знаеше какво може да се очаква от него
111747	111747	books_93631	books	можем да го превърнем в къщичка на колела какво ще кажете
111749	111749	books_93633	books	иска ли питане
111778	111778	books_93662	books	непременно отвърна мъхеста брада
111780	111780	books_93664	books	но сега да опитаме шоколадовия сладолед
111819	111819	books_93704	books	няма как съжали маншон
111823	111823	books_93708	books	да вървим значи махна с ръка мъхеста брада
111865	111865	books_93750	books	вярно съгласи се полуобувка като все още покашлюкваше
111874	111874	books_93759	books	къде може тук да се стопли вода
111876	111876	books_93761	books	имам нагревател
111886	111886	books_93771	books	но мъхеста брада го прекъсна
111894	111894	books_93779	books	я слушай понечи да възрази полуобувка но нов пристъп на кашлица го задави
111895	111895	books_93780	books	и този път тъй здраво го раздруса че нещо изскочи из пазвата му и се търкулна на пода
111898	111898	books_93783	books	удиви се маншон
111906	111906	books_93791	books	какви горчиви мътилки си намислил да ми свариш по дяволите
111927	111927	books_93812	books	маншон зае мястото си зад кормилото
111976	111976	books_93863	books	но какво да направя невъзможно е да заобиколя няма откъде да се промъкна
111977	111977	books_93864	books	обръщай тогава назад махна с ръка мъхеста брада
112017	112017	books_93904	books	така изглежда във всеки случай
112055	112055	books_93942	books	в магазина вече няма мляко ридаейки отвърна младата жена
112072	112072	books_93959	books	кой би могъл да допусне че една майка ще се откаже от лековития чай от еленов мъх който тъй любезно й предложихме за детето
112082	112082	books_93969	books	вижте вижте
112096	112096	books_93983	books	може ли да разменим по някоя дума
112130	112130	books_94018	books	значи ето каква била работата промърмори мъхеста брада
112167	112167	books_94055	books	настана решителният момент
112168	112168	books_94056	books	котешкият концерт беше нещо замлъкнал
112206	112206	books_94094	books	давай газ
112250	112250	books_94138	books	маншон постоянно поддържаше такава скорост че котките да не изгубят мишката от погледа си
112269	112269	books_94157	books	само колелцата й малко са се изтъркали
112293	112293	books_94181	books	значи толкова е горчив
112303	112303	books_94192	books	каза полуобувка
112313	112313	books_94202	books	честно казано не ми се ще да сядам пак зад волана
112383	112383	books_94273	books	отварата от еленов мъх я премахна с един замах
112396	112396	books_94286	books	пълна тишина
112452	112452	books_94342	books	къде гори
112465	112465	books_94355	books	обади се полуобувка
112512	112512	books_94402	books	докато кихнеш и вече си в следващия град
112564	112564	books_94454	books	почеркът ми е напълно непознат
112566	112566	books_94456	books	многоуважаеми маншон
112594	112594	books_94484	books	разсъждаваше той
112595	112595	books_94485	books	него го интересува котешката напаст изобщо а ние трябва да хванем именно алберт
112602	112602	books_94492	books	котешкият страж
112630	112630	books_94520	books	в смисъл че открих отвърна мъхеста брада
112692	112692	books_94584	books	оставили са ги на стража за да не попречат някои неканени гости
112701	112701	books_94593	books	а полуобувка се опита да гледа с едното око първата котка а с другото втората
112731	112731	books_94624	books	недоумяваше и маншон
112763	112763	books_94656	books	макар мъхеста брада да изпита угризения че е тъй безчувствен към една играчка заръча на полуобувка с много строг глас
112765	112765	books_94658	books	без добра стръв изобщо не се мяркай насам
112779	112779	books_94672	books	за щастие в автофургона се намери и едното и другото
112807	112807	books_94701	books	нито една птича песен
112813	112813	books_94707	books	ако не се лъжа това беше твоя грижа нали
112858	112858	books_94752	books	но полуобувка изглеждаше зарадван
112863	112863	books_94757	books	очевидно тази играчка привлича вниманието с това че се движи
112885	112885	books_94779	books	къде ще го дяваме сега
112892	112892	books_94786	books	по-добре да измайсторим носилка и да те вземем със себе си
112909	112909	books_94803	books	и без да губи време маншон се отправи към автомобила
112916	112916	books_94810	books	не се безпокой рече той докато пъхаше мишлето в пазвата си
112935	112935	books_94829	books	наболяваше го кръстът например
112942	112942	books_94836	books	бащата идваше и отлиташе
112951	112951	books_94845	books	бащата обаче разбра положението му
112952	112952	books_94846	books	следващия път когато се върна с червейче той протегна човчица към устата на мъхеста брада
112984	112984	books_94878	books	аз съм на същото мнение замислено кимна маншон
112987	112987	books_94881	books	откриха няколко кичури козина и счупена черупка от яйце
113024	113024	books_94918	books	полуобувка отвори хладилника
113110	113110	books_95005	books	още като дете
113134	113134	books_95029	books	маншон запази хладнокръвие
113174	113174	books_95070	books	обхванат от любопитство полуобувка също подаде нос голям огненочервен хеликоптер кръжеше над езерото
113181	113181	books_95077	books	сети се полуобувка
113200	113200	books_95096	books	пък и чаят ни изстина
113214	113214	books_95110	books	нима не разбираш
113243	113243	books_95139	books	за съжаление предсказаното от полуобувка се сбъдна много по-скоро отколкото очакваха
113276	113276	books_95173	books	като в отговор на своя въпрос изведнъж дочу слаб пукот
113321	113321	books_95218	books	сега и майката забеляза опасността
113371	113371	books_95269	books	и без друго той единствен се хвана в капана
113376	113376	books_95275	books	но нека хапнем нещо и да си починем
113385	113385	books_95284	books	къде е маншон
113387	113387	books_95286	books	зачуди се мъхеста брада
113391	113391	books_95290	books	нищо не разбирам измърмори мъхеста брада
113397	113397	books_95296	books	плачът секна
113452	113452	books_95352	books	възкликна просиял маншон
113464	113464	books_95364	books	от мързеливо по-мързеливо същество рече полуобувка
113478	113478	books_95378	books	по-добре да помислим как да го измъкнем от капана
113481	113481	books_95381	books	трудна работа е да уловиш котка с голи ръце загрижи се и мъхеста брада
113517	113517	books_95417	books	откъде узнахте че идваме насам
113529	113529	books_95429	books	и още как
113618	113618	books_95518	books	от грабеж се връщат промърмори полуобувка
113650	113650	books_95550	books	ами плъховете
113680	113680	books_95580	books	дори само чистият горски въздух вече ми действа успокояващо
113694	113694	books_95595	books	не бива да търсим кимион в сенчестите места
113732	113732	books_95633	books	мъхеста брада настръхна като облак
113843	113843	books_95745	books	навярно мъхеста брада с котлето си вече беше там
113844	113844	books_95746	books	но маншон и полуобувка не чуваха нищо те тихичко похъркваха в такт
