utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_033051,SIM,2;06.02,SIM,"ajde, byrsha.","['ajde', ',', 'byrsha', '.']","['ajde', ',', 'byrsha', '.']","['ajde', 'byrsha']",2,"Айде, бърша.","['айде', 'бърша']","Айде , бърша .","Айде , бърша .",,айде бърша
UTT_029275,SIM,2;01.06,SIM,mokro shte e.,"['mokro', 'shte', 'e', '.']","['mokro', 'shte', 'e', '.']","['mokro', 'shte', 'e']",3,Мокро ще е.,"['мокро', 'ще', 'е']",Мокро ще е .,Мокро ще е .,,мокро ще е
UTT_006818,ALE,2;03.12,ALE,eto ja majka kotka !,"['eto', 'ja', 'majka', 'kotka', '!']","['eto', 'ja', 'majka', 'kotka', '!']","['eto', 'ja', 'majka', 'kotka']",4,Ето я майка котка !,"['ето', 'я', 'майка', 'котка']",Ето я майка котка !,Ето я майка котка !,,ето я майка котка
UTT_007738,ALE,2;04.09,ALE,eto tova ne .,"['eto', 'tova', 'ne', '.']","['eto', 'tova', 'ne', '.']","['eto', 'tova', 'ne']",3,Ето това не .,"['ето', 'това', 'не']",Ето това не .,Ето това не .,,ето това не
UTT_010113,BOG,2;04.05,BOG,"tidi [: otidi] kupi jeshnici [: leshnici], boboni [: bonboni] enna [: edna] kutija !","['otidi', 'kupi', 'leshnici', ',', 'bonboni', 'edna', 'kutija', '!']","['otidi', 'kupi', 'leshnici', ',', 'bonboni', 'edna', 'kutija', '!']","['otidi', 'kupi', 'leshnici', 'bonboni', 'edna', 'kutija']",6,"Тиди [: отиди] купи йешници [: лешници], бобони [: бонбони] енна [: една] кутия !","['тиди', 'отиди', 'купи', 'йешници', 'лешници', 'бобони', 'бонбони', 'енна', 'една', 'кутия']","Тиди купи йешници , бобони енна кутия !",отиди купи лешници бонбони една кутия !,,отиди купи лешници бонбони една кутия
UTT_008685,BOG,2;01.13,BOG,"ika [: iska] da igaj [: igrae], ika [: iska]+/.","['iska', 'da', 'igrae', ',', 'iska', '/.']","['iska', 'da', 'igrae', ',', 'iska', '/.']","['iska', 'da', 'igrae', 'iska', '/.']",5,"Ика [: иска] да игай [: играе], ика [: иска]+/.","['ика', 'иска', 'да', 'игай', 'играе', 'ика', 'иска']","Ика да игай , ика .",иска да играе иска,,иска да играе иска
UTT_043561,TEF,2;04.21,TEF,bjax bona [: bolna] i ga [: sega] pija .,"['bjax', 'bolna', 'i', 'sega', 'pija', '.']","['bjax', 'bolna', 'i', 'sega', 'pija', '.']","['bjax', 'bolna', 'i', 'sega', 'pija']",5,Бяx бона [: болна] и га [: сега] пия .,"['бяx', 'бона', 'болна', 'и', 'га', 'сега', 'пия']",Бяx бона и га пия .,Бяx болна и сега пия .,,бяx болна и сега пия
UTT_022375,SIM,1;07.11,SIM,"molja, molja, molja .","['molja', ',', 'molja', ',', 'molja', '.']","['molja', ',', 'molja', ',', 'molja', '.']","['molja', 'molja', 'molja']",3,"Моля, моля, моля .","['моля', 'моля', 'моля']","Моля , моля , моля .","Моля , моля , моля .",,моля моля моля
UTT_043826,TEF,2;04.21,TEF,da be .,"['da', 'be', '.']","['da', 'be', '.']","['da', 'be']",2,Да бе .,"['да', 'бе']",Да бе .,Да бе .,,да бе
UTT_042619,TEF,2;03.24,TEF,eto buj [: obuj] ma !,"['eto', 'obuj', 'ma', '!']","['eto', 'obuj', 'ma', '!']","['eto', 'obuj', 'ma']",3,Ето буй [: обуй] ма !,"['ето', 'буй', 'обуй', 'ма']",Ето буй ма !,Ето обуй ма !,,ето обуй ма
UTT_010172,BOG,2;04.11,BOG,"+, Ima buki [: obuvki] .","['Ima', 'obuvki', '.']","['ima', 'obuvki', '.']","['ima', 'obuvki']",2,"+, има буки [: обувки] .","['има', 'буки', 'обувки']",", има буки .",", има обувки .",,има обувки
UTT_028526,SIM,2;00.00,SIM,chicho Emo dojde veche .,"['chicho', 'Emo', 'dojde', 'veche', '.']","['chicho', 'emo', 'dojde', 'veche', '.']","['chicho', 'emo', 'dojde', 'veche']",4,Чичо емо дойде вече .,"['чичо', 'емо', 'дойде', 'вече']",Чичо емо дойде вече .,Чичо емо дойде вече .,,чичо емо дойде вече
UTT_022845,SIM,1;07.22,SIM,"duga [: druga], dugaaa [: druga], duga [: druga] .","['druga', ',', 'druga', ',', 'druga', '.']","['druga', ',', 'druga', ',', 'druga', '.']","['druga', 'druga', 'druga']",3,"Дуга [: друга], дугааа [: друга], дуга [: друга] .","['дуга', 'друга', 'дугааа', 'друга', 'дуга', 'друга']","Дуга , дугааа , дуга .",друга друга друга .,"Друга , друга , друга .",друга друга друга
UTT_029387,SIM,2;01.10,SIM,"mamo, pavja [: pravJa] chuk, chuk, chuk.","['mamo', ',', 'pravJa', 'chuk', ',', 'chuk', ',', 'chuk', '.']","['mamo', ',', 'pravja', 'chuk', ',', 'chuk', ',', 'chuk', '.']","['mamo', 'pravja', 'chuk', 'chuk', 'chuk']",5,"Мамо, павя [: правя] чук, чук, чук.","['мамо', 'павя', 'правя', 'чук', 'чук', 'чук']","Мамо , павя чук , чук , чук .","Мамо , правя чук , чук , чук .",,мамо правя чук чук чук
UTT_038181,TEF,1;11.04,TEF,ajde duo [: drugo] !,"['ajde', 'drugo', '!']","['ajde', 'drugo', '!']","['ajde', 'drugo']",2,Айде дуо [: друго] !,"['айде', 'дуо', 'друго']",Айде дуо !,Айде друго !,,айде друго
UTT_033002,SIM,2;06.02,SIM,"mamo, ostavi mi mnogo malki chexli iskam, mnogo malki.","['mamo', ',', 'ostavi', 'mi', 'mnogo', 'malki', 'chexli', 'iskam', ',', 'mnogo', 'malki', '.']","['mamo', ',', 'ostavi', 'mi', 'mnogo', 'malki', 'chexli', 'iskam', ',', 'mnogo', 'malki', '.']","['mamo', 'ostavi', 'mi', 'mnogo', 'malki', 'chexli', 'iskam', 'mnogo', 'malki']",9,"Мамо, остави ми много малки чеxли искам, много малки.","['мамо', 'остави', 'ми', 'много', 'малки', 'чеxли', 'искам', 'много', 'малки']","Мамо , остави ми много малки чеxли искам , много малки .","Мамо , остави ми много малки чеxли искам , много малки .",,мамо остави ми много малки чеxли искам много малки
UTT_032170,SIM,2;05.22,SIM,"Monchi, Monchi.","['Monchi', ',', 'Monchi', '.']","['monchi', ',', 'monchi', '.']","['monchi', 'monchi']",2,"Мончи, мончи.","['мончи', 'мончи']","Мончи , мончи .","Мончи , мончи .",,мончи мончи
UTT_002252,ALE,1;07.20,ALE,tati pi [: spi] .,"['tati', 'spi', '.']","['tati', 'spi', '.']","['tati', 'spi']",2,Тати пи [: спи] .,"['тати', 'пи', 'спи']",Тати пи .,Тати спи .,,тати спи
UTT_040645,TEF,,TEF,gedam [: gledam] kizhka [: knizhka] .,"['gledam', 'knizhka', '.']","['gledam', 'knizhka', '.']","['gledam', 'knizhka']",2,Гедам [: гледам] кижка [: книжка] .,"['гедам', 'гледам', 'кижка', 'книжка']",Гедам кижка .,гледам книжка .,,гледам книжка
UTT_026168,SIM,1;09.21,SIM,nosi mama .,"['nosi', 'mama', '.']","['nosi', 'mama', '.']","['nosi', 'mama']",2,Носи мама .,"['носи', 'мама']",Носи мама .,Носи мама .,,носи мама
UTT_027734,SIM,1;11.04,SIM,sh igraem .,"['sh', 'igraem', '.']","['sh', 'igraem', '.']","['sh', 'igraem']",2,Ш играем .,"['ш', 'играем']",Ш играем .,Ш играем .,,ш играем
UTT_032422,SIM,2;05.28,SIM,az minah pod stola.,"['az', 'minah', 'pod', 'stola', '.']","['az', 'minah', 'pod', 'stola', '.']","['az', 'minah', 'pod', 'stola']",4,Аз минах под стола.,"['аз', 'минах', 'под', 'стола']",Аз минах под стола .,Аз минах под стола .,,аз минах под стола
UTT_007942,BOG,2;01.09,BOG,eto ja radiova [: radioto] .,"['eto', 'ja', 'radioto', '.']","['eto', 'ja', 'radioto', '.']","['eto', 'ja', 'radioto']",3,Ето я радиова [: радиото] .,"['ето', 'я', 'радиова', 'радиото']",Ето я радиова .,Ето я радиото .,,ето я радиото
UTT_043394,TEF,2;03.24,TEF,to mij dabite [: zybite] .,"['to', 'mij', 'zybite', '.']","['to', 'mij', 'zybite', '.']","['to', 'mij', 'zybite']",3,То мий дабите [: зъбите] .,"['то', 'мий', 'дабите', 'зъбите']",То мий дабите .,То мий зъбите .,,то мий зъбите
UTT_029222,SIM,2;01.06,SIM,"mamo, az nosJa.","['mamo', ',', 'az', 'nosJa', '.']","['mamo', ',', 'az', 'nosja', '.']","['mamo', 'az', 'nosja']",3,"Мамо, аз нося.","['мамо', 'аз', 'нося']","Мамо , аз нося .","Мамо , аз нося .",,мамо аз нося
UTT_023406,SIM,1;08.06,SIM,"stigne, stigne .","['stigne', ',', 'stigne', '.']","['stigne', ',', 'stigne', '.']","['stigne', 'stigne']",2,"Стигне, стигне .","['стигне', 'стигне']","Стигне , стигне .","Стигне , стигне .",,стигне стигне
UTT_022880,SIM,1;07.23,SIM,"apche [: xapche], apche [: xapche], apche [: xapche], apche [: xapche] .","['xapche', ',', 'xapche', ',', 'xapche', ',', 'xapche', '.']","['xapche', ',', 'xapche', ',', 'xapche', ',', 'xapche', '.']","['xapche', 'xapche', 'xapche', 'xapche']",4,"Апче [: xапче], апче [: xапче], апче [: xапче], апче [: xапче] .","['апче', 'xапче', 'апче', 'xапче', 'апче', 'xапче', 'апче', 'xапче']","Апче , апче , апче , апче .",xапче xапче xапче xапче .,"Хапче , xапче , xапче , xапче .",xапче xапче xапче xапче
UTT_035738,SIM,2;09.18,SIM,"kato zajche, kato zajche, kato zajche.","['kato', 'zajche', ',', 'kato', 'zajche', ',', 'kato', 'zajche', '.']","['kato', 'zajche', ',', 'kato', 'zajche', ',', 'kato', 'zajche', '.']","['kato', 'zajche', 'kato', 'zajche', 'kato', 'zajche']",6,"Като зайче, като зайче, като зайче.","['като', 'зайче', 'като', 'зайче', 'като', 'зайче']","Като зайче , като зайче , като зайче .","Като зайче , като зайче , като зайче .",,като зайче като зайче като зайче
UTT_002502,ALE,1;07.20,ALE,oti [: oshte] ino [: edno/vmesto edin] Ulcho [: Vylcho] .,"['oshte', 'edno/vmesto', 'edin', 'Vylcho', '.']","['oshte', 'edno/vmesto', 'edin', 'vylcho', '.']","['oshte', 'edno/vmesto', 'edin', 'vylcho']",4,Оти [: още] ино [: едно/вместо един] улчо [: вълчо] .,"['оти', 'още', 'ино', 'едно/вместо', 'един', 'улчо', 'вълчо']",Оти ино улчо .,едно вместо един вълчо .,,едно вместо един вълчо
UTT_032561,SIM,2;05.29,SIM,tova sinjo li e?,"['tova', 'sinjo', 'li', '?']","['tova', 'sinjo', 'li', '?']","['tova', 'sinjo', 'li']",3,Това синьо ли е?,"['това', 'синьо', 'ли', 'е']",Това синьо ли е ?,Това синьо ли е ?,,това синьо ли е
UTT_004596,ALE,1;10.12,ALE,ika [: iska] tani [: da stane] goua [: gola] .,"['iska', 'da', 'stane', 'gola', '.']","['iska', 'da', 'stane', 'gola', '.']","['iska', 'da', 'stane', 'gola']",4,Ика [: иска] тани [: да стане] гоуа [: гола] .,"['ика', 'иска', 'тани', 'да', 'стане', 'гоуа', 'гола']",Ика тани гоуа .,да стане гола .,,да стане гола
UTT_006553,ALE,2;03.12,ALE,"mamo, daj ja na mene taja obichka !","['mamo', ',', 'daj', 'ja', 'na', 'mene', 'taja', 'obichka', '!']","['mamo', ',', 'daj', 'ja', 'na', 'mene', 'taja', 'obichka', '!']","['mamo', 'daj', 'ja', 'na', 'mene', 'taja', 'obichka']",7,"Мамо, дай я на мене тая обичка !","['мамо', 'дай', 'я', 'на', 'мене', 'тая', 'обичка']","Мамо , дай я на мене тая обичка !","Мамо , дай я на мене тая обичка !","Мамо , дай я на мене тая обичка !",мамо дай я на мене тая обичка
UTT_038391,TEF,1;11.04,TEF,Dina [: vdigni me] !,"['vdigni', 'me', '!']","['vdigni', 'me', '!']","['vdigni', 'me']",2,Дина [: вдигни ме] !,"['дина', 'вдигни', 'ме']",Дина !,вдигни ме !,,вдигни ме
UTT_033598,SIM,2;06.19,SIM,te sa mynichki.,"['te', 'sa', 'mynichki', '.']","['te', 'sa', 'mynichki', '.']","['te', 'sa', 'mynichki']",3,Те са мънички.,"['те', 'са', 'мънички']",Те са мънички .,Те са мънички .,Те са мънички .,те са мънички
UTT_032024,SIM,2;05.21,SIM,na chicho Ogi.,"['na', 'chicho', 'Ogi', '.']","['na', 'chicho', 'ogi', '.']","['na', 'chicho', 'ogi']",3,На чичо оги.,"['на', 'чичо', 'оги']",На чичо оги .,На чичо оги .,,на чичо оги
UTT_033401,SIM,2;06.14,SIM,tova mu e krasivoto bodi.,"['tova', 'mu', 'e', 'krasivoto', 'bodi', '.']","['tova', 'mu', 'e', 'krasivoto', 'bodi', '.']","['tova', 'mu', 'e', 'krasivoto', 'bodi']",5,Това му е красивото боди.,"['това', 'му', 'е', 'красивото', 'боди']",Това му е красивото боди .,Това му е красивото боди .,,това му е красивото боди
UTT_027185,SIM,1;10.13,SIM,"mnogo toplo, bleka [: sybleka] bebcho gol otkopcha .","['mnogo', 'toplo', ',', 'sybleka', 'bebcho', 'gol', 'otkopcha', '.']","['mnogo', 'toplo', ',', 'sybleka', 'bebcho', 'gol', 'otkopcha', '.']","['mnogo', 'toplo', 'sybleka', 'bebcho', 'gol', 'otkopcha']",6,"Много топло, блека [: съблека] бебчо гол откопча .","['много', 'топло', 'блека', 'съблека', 'бебчо', 'гол', 'откопча']","Много топло , блека бебчо гол откопча .","Много топло , съблека бебчо гол откопча .",,много топло съблека бебчо гол откопча
UTT_005937,ALE,2;02.24,ALE,"Ami, ottam si namei [: nameri] sijence [: sirence] .","['Ami', ',', 'ottam', 'si', 'nameri', 'sirence', '.']","['ami', ',', 'ottam', 'si', 'nameri', 'sirence', '.']","['ami', 'ottam', 'si', 'nameri', 'sirence']",5,"Ами, оттам си намеи [: намери] сийенце [: сиренце] .","['ами', 'оттам', 'си', 'намеи', 'намери', 'сийенце', 'сиренце']","Ами , оттам си намеи сийенце .","Ами , оттам си намери сиренце .",,ами оттам си намери сиренце
UTT_035479,SIM,2;09.09,SIM,az gushkam kuklite.,"['az', 'gushkam', 'kuklite', '.']","['az', 'gushkam', 'kuklite', '.']","['az', 'gushkam', 'kuklite']",3,Аз гушкам куклите.,"['аз', 'гушкам', 'куклите']",Аз гушкам куклите .,Аз гушкам куклите .,,аз гушкам куклите
UTT_035495,SIM,2;09.09,SIM,se kazvashe atovchedka [: bratovchedka].,"['se', 'kazvashe', 'bratovchedka', '.']","['se', 'kazvashe', 'bratovchedka', '.']","['se', 'kazvashe', 'bratovchedka']",3,Се казваше атовчедка [: братовчедка].,"['се', 'казваше', 'атовчедка', 'братовчедка']",Се казваше атовчедка .,Се казваше братовчедка,,се казваше братовчедка
UTT_028317,SIM,1;11.14,SIM,a pipam bebcho sedna .,"['a', 'pipam', 'bebcho', 'sedna', '.']","['a', 'pipam', 'bebcho', 'sedna', '.']","['a', 'pipam', 'bebcho', 'sedna']",4,А пипам бебчо седна .,"['а', 'пипам', 'бебчо', 'седна']",А пипам бебчо седна .,А пипам бебчо седна .,,а пипам бебчо седна
UTT_035245,SIM,2;08.19,SIM,pix siropche samichka.,"['pix', 'siropche', 'samichka', '.']","['pix', 'siropche', 'samichka', '.']","['pix', 'siropche', 'samichka']",3,Пиx сиропче самичка.,"['пиx', 'сиропче', 'самичка']",Пиx сиропче самичка .,Пиx сиропче самичка .,Пиx сиропче самичка .,пиx сиропче самичка
UTT_001313,ALE,1;05.08,ALE,eto go !,"['eto', 'go', '!']","['eto', 'go', '!']","['eto', 'go']",2,Ето го !,"['ето', 'го']",Ето го !,Ето го !,,ето го
UTT_020183,SIM,1;05.02,SIM,"tori [: otvori], tori [: otvori] !","['otvori', ',', 'otvori', '!']","['otvori', ',', 'otvori', '!']","['otvori', 'otvori']",2,"Тори [: отвори], тори [: отвори] !","['тори', 'отвори', 'тори', 'отвори']","Тори , тори !",отвори отвори !,,отвори отвори
UTT_043787,TEF,2;04.21,TEF,Tana [: stana/ostana] mako [: malko] .,"['stana/ostana', 'malko', '.']","['stana/ostana', 'malko', '.']","['stana/ostana', 'malko']",2,Тана [: стана/остана] мако [: малко] .,"['тана', 'стана/остана', 'мако', 'малко']",Тана мако .,стана остана малко .,,стана остана малко
UTT_005835,ALE,2;02.24,ALE,a na tova pishe li sa ?,"['a', 'na', 'tova', 'pishe', 'li', 'sa', '?']","['a', 'na', 'tova', 'pishe', 'li', 'sa', '?']","['a', 'na', 'tova', 'pishe', 'li', 'sa']",6,А на това пише ли са ?,"['а', 'на', 'това', 'пише', 'ли', 'са']",А на това пише ли са ?,А на това пише ли са ?,,а на това пише ли са
UTT_029394,SIM,2;01.10,SIM,"chuk, chuk, chuk, chuk.","['chuk', ',', 'chuk', ',', 'chuk', ',', 'chuk', '.']","['chuk', ',', 'chuk', ',', 'chuk', ',', 'chuk', '.']","['chuk', 'chuk', 'chuk', 'chuk']",4,"Чук, чук, чук, чук.","['чук', 'чук', 'чук', 'чук']","Чук , чук , чук , чук .","Чук , чук , чук , чук .",,чук чук чук чук
UTT_020268,SIM,1;05.02,SIM,"gali, gali, gali, gali .","['gali', ',', 'gali', ',', 'gali', ',', 'gali', '.']","['gali', ',', 'gali', ',', 'gali', ',', 'gali', '.']","['gali', 'gali', 'gali', 'gali']",4,"Гали, гали, гали, гали .","['гали', 'гали', 'гали', 'гали']","Гали , гали , гали , гали .","Гали , гали , гали , гали .",,гали гали гали гали
UTT_026011,SIM,1;09.21,SIM,"slozha, slozha .","['slozha', ',', 'slozha', '.']","['slozha', ',', 'slozha', '.']","['slozha', 'slozha']",2,"Сложа, сложа .","['сложа', 'сложа']","Сложа , сложа .","Сложа , сложа .",,сложа сложа
UTT_020803,SIM,1;05.18,SIM,"mamo, mamo .","['mamo', ',', 'mamo', '.']","['mamo', ',', 'mamo', '.']","['mamo', 'mamo']",2,"Мамо, мамо .","['мамо', 'мамо']","Мамо , мамо .","Мамо , мамо .",,мамо мамо
UTT_007461,ALE,2;04.09,ALE,cvetja li e ?,"['cvetja', 'li', 'e', '?']","['cvetja', 'li', 'e', '?']","['cvetja', 'li', 'e']",3,Цветя ли е ?,"['цветя', 'ли', 'е']",Цветя ли е ?,Цветя ли е ?,,цветя ли е
UTT_032495,SIM,2;05.29,SIM,"mamo, ko [: kakvo] tova e?","['mamo', ',', 'kakvo', 'tova', '?']","['mamo', ',', 'kakvo', 'tova', '?']","['mamo', 'kakvo', 'tova']",3,"Мамо, ко [: какво] това е?","['мамо', 'ко', 'какво', 'това', 'е']","Мамо , ко това е ?","Мамо , какво това е ?",,мамо какво това е
UTT_005288,ALE,1;11.14,ALE,dobichki si [: dobrichki sa] .,"['dobichki', 'dobrichki', 'sa', '.']","['dobichki', 'dobrichki', 'sa', '.']","['dobichki', 'dobrichki', 'sa']",3,Добички си [: добрички са] .,"['добички', 'си', 'добрички', 'са']",Добички си .,добрички са .,,добрички са
UTT_027630,SIM,1;11.02,SIM,"vzimam kolikata [: kolichkata] a ulicata, vzimam kolikata [: kolichkata] a ulicata .","['vzimam', 'kolichkata', 'a', 'ulicata', ',', 'vzimam', 'kolichkata', 'a', 'ulicata', '.']","['vzimam', 'kolichkata', 'a', 'ulicata', ',', 'vzimam', 'kolichkata', 'a', 'ulicata', '.']","['vzimam', 'kolichkata', 'a', 'ulicata', 'vzimam', 'kolichkata', 'a', 'ulicata']",8,"Взимам коликата [: количката] а улицата, взимам коликата [: количката] а улицата .","['взимам', 'коликата', 'количката', 'а', 'улицата', 'взимам', 'коликата', 'количката', 'а', 'улицата']","Взимам коликата а улицата , взимам коликата а улицата .","Взимам количката а улицата , взимам количката а улицата .","Взимам количката а улицата , взимам количката а улицата .",взимам количката а улицата взимам количката а улицата
UTT_010195,BOG,2;04.11,BOG,ezeo [: ezero] vyv goa [: gorata] .,"['ezero', 'vyv', 'gorata', '.']","['ezero', 'vyv', 'gorata', '.']","['ezero', 'vyv', 'gorata']",3,Езео [: езеро] във гоа [: гората] .,"['езео', 'езеро', 'във', 'гоа', 'гората']",Езео във гоа .,езеро във гората .,Езеро във гората .,езеро във гората
UTT_027313,SIM,1;10.16,SIM,kyde si ?,"['kyde', 'si', '?']","['kyde', 'si', '?']","['kyde', 'si']",2,Къде си ?,"['къде', 'си']",Къде си ?,Къде си ?,,къде си
UTT_007818,ALE,2;04.09,ALE,ne znam .,"['ne', 'znam', '.']","['ne', 'znam', '.']","['ne', 'znam']",2,Не знам .,"['не', 'знам']",Не знам .,Не знам .,,не знам
UTT_020034,SIM,1;04.25,SIM,tova e xelikopter .,"['tova', 'e', 'xelikopter', '.']","['tova', 'e', 'xelikopter', '.']","['tova', 'e', 'xelikopter']",3,Това е xеликоптер .,"['това', 'е', 'xеликоптер']",Това е xеликоптер .,Това е xеликоптер .,Това е xеликоптер .,това е xеликоптер
UTT_043859,TEF,2;04.21,TEF,"bekam [: da byrkam], ikam [: iskam] mako [: malko] bekam [: da byrkam] !","['da', 'byrkam', ',', 'iskam', 'malko', 'da', 'byrkam', '!']","['da', 'byrkam', ',', 'iskam', 'malko', 'da', 'byrkam', '!']","['da', 'byrkam', 'iskam', 'malko', 'da', 'byrkam']",6,"Бекам [: да бъркам], икам [: искам] мако [: малко] бекам [: да бъркам] !","['бекам', 'да', 'бъркам', 'икам', 'искам', 'мако', 'малко', 'бекам', 'да', 'бъркам']","Бекам , икам мако бекам !",да бъркам искам да бъркам !,,да бъркам искам да бъркам
UTT_029199,SIM,2;01.05,SIM,ostavix telefona.,"['ostavix', 'telefona', '.']","['ostavix', 'telefona', '.']","['ostavix', 'telefona']",2,Оставиx телефона.,"['оставиx', 'телефона']",Оставиx телефона .,Оставиx телефона .,,оставиx телефона
UTT_023226,SIM,1;07.28,SIM,"pipish [: pipash], pipish [: pipash] .","['pipash', ',', 'pipash', '.']","['pipash', ',', 'pipash', '.']","['pipash', 'pipash']",2,"Пипиш [: пипаш], пипиш [: пипаш] .","['пипиш', 'пипаш', 'пипиш', 'пипаш']","Пипиш , пипиш .",пипаш пипаш .,,пипаш пипаш
UTT_034314,SIM,2;07.19,SIM,svyrshi mi stokata.,"['svyrshi', 'mi', 'stokata', '.']","['svyrshi', 'mi', 'stokata', '.']","['svyrshi', 'mi', 'stokata']",3,Свърши ми стоката.,"['свърши', 'ми', 'стоката']",Свърши ми стоката .,Свърши ми стоката .,,свърши ми стоката
UTT_002357,ALE,1;07.20,ALE,daj bonboni !,"['daj', 'bonboni', '!']","['daj', 'bonboni', '!']","['daj', 'bonboni']",2,Дай бонбони !,"['дай', 'бонбони']",Дай бонбони !,Дай бонбони !,,дай бонбони
UTT_007071,ALE,2;03.12,ALE,"mamo, mamo, otivam da jam .","['mamo', ',', 'mamo', ',', 'otivam', 'da', 'jam', '.']","['mamo', ',', 'mamo', ',', 'otivam', 'da', 'jam', '.']","['mamo', 'mamo', 'otivam', 'da', 'jam']",5,"Мамо, мамо, отивам да ям .","['мамо', 'мамо', 'отивам', 'да', 'ям']","Мамо , мамо , отивам да ям .","Мамо , мамо , отивам да ям .",,мамо мамо отивам да ям
UTT_036012,SIM,2;10.03,SIM,"mamo, nie si govorim.","['mamo', ',', 'nie', 'si', 'govorim', '.']","['mamo', ',', 'nie', 'si', 'govorim', '.']","['mamo', 'nie', 'si', 'govorim']",4,"Мамо, ние си говорим.","['мамо', 'ние', 'си', 'говорим']","Мамо , ние си говорим .","Мамо , ние си говорим .",,мамо ние си говорим
UTT_035119,SIM,2;08.18,SIM,"mynichka, mynichka.","['mynichka', ',', 'mynichka', '.']","['mynichka', ',', 'mynichka', '.']","['mynichka', 'mynichka']",2,"Мъничка, мъничка.","['мъничка', 'мъничка']","Мъничка , мъничка .","Мъничка , мъничка .",,мъничка мъничка
UTT_029934,SIM,2;02.07,SIM,imame dvete pitki.,"['imame', 'dvete', 'pitki', '.']","['imame', 'dvete', 'pitki', '.']","['imame', 'dvete', 'pitki']",3,Имаме двете питки.,"['имаме', 'двете', 'питки']",Имаме двете питки .,Имаме двете питки .,,имаме двете питки
UTT_034959,SIM,2;08.06,SIM,tuka mi e malkoto slynce.,"['tuka', 'mi', 'e', 'malkoto', 'slynce', '.']","['tuka', 'mi', 'e', 'malkoto', 'slynce', '.']","['tuka', 'mi', 'e', 'malkoto', 'slynce']",5,Тука ми е малкото слънце.,"['тука', 'ми', 'е', 'малкото', 'слънце']",Тука ми е малкото слънце .,Тука ми е малкото слънце .,,тука ми е малкото слънце
UTT_035080,SIM,2;08.16,SIM,ti ne razbra li koja bluzka oblicham?,"['ti', 'ne', 'razbra', 'li', 'koja', 'bluzka', 'oblicha', '?']","['ti', 'ne', 'razbra', 'li', 'koja', 'bluzka', 'oblicha', '?']","['ti', 'ne', 'razbra', 'li', 'koja', 'bluzka', 'oblicha']",7,Ти не разбра ли коя блузка обличам?,"['ти', 'не', 'разбра', 'ли', 'коя', 'блузка', 'обличам']",Ти не разбра ли коя блузка обличам ?,Ти не разбра ли коя блузка обличам ?,,ти не разбра ли коя блузка обличам
UTT_031705,SIM,2;04.23,SIM,tam na pytja.,"['tam', 'na', 'pytja', '.']","['tam', 'na', 'pytja', '.']","['tam', 'na', 'pytja']",3,Там на пътя.,"['там', 'на', 'пътя']",Там на пътя .,Там на пътя .,,там на пътя
UTT_000231,ALE,1;01.29,ALE,aa be !,"['aa', 'be', '!']","['aa', 'be', '!']","['aa', 'be']",2,Аа бе !,"['аа', 'бе']",Аа бе !,Аа бе !,,аа бе
UTT_031551,SIM,2;04.15,SIM,ikam [: iskam] da chetem knizhka.,"['iskam', 'da', 'chetem', 'knizhka', '.']","['iskam', 'da', 'chetem', 'knizhka', '.']","['iskam', 'da', 'chetem', 'knizhka']",4,Икам [: искам] да четем книжка.,"['икам', 'искам', 'да', 'четем', 'книжка']",Икам да четем книжка .,искам да четем книжка .,,искам да четем книжка
UTT_037107,SIM,3;00.01,SIM,"styrchi mu kosata na Kalojan, styrchi mu.","['styrchi', 'mu', 'kosata', 'na', 'Kalojan', ',', 'styrchi', 'mu', '.']","['styrchi', 'mu', 'kosata', 'na', 'kalojan', ',', 'styrchi', 'mu', '.']","['styrchi', 'mu', 'kosata', 'na', 'kalojan', 'styrchi', 'mu']",7,"Стърчи му косата на калоян, стърчи му.","['стърчи', 'му', 'косата', 'на', 'калоян', 'стърчи', 'му']","Стърчи му косата на калоян , стърчи му .","Стърчи му косата на калоян , стърчи му .",,стърчи му косата на калоян стърчи му
UTT_011952,ELI,1;02.16,ELI,"daj, dedi !","['daj', ',', 'dedi', '!']","['daj', ',', 'dedi', '!']","['daj', 'dedi']",2,"Дай, деди !","['дай', 'деди']","Дай , деди !","Дай , деди !",,дай деди
UTT_036370,SIM,2;10.07,SIM,ajde da xodi gore.,"['ajde', 'da', 'xodi', 'gore', '.']","['ajde', 'da', 'xodi', 'gore', '.']","['ajde', 'da', 'xodi', 'gore']",4,Айде да xоди горе.,"['айде', 'да', 'xоди', 'горе']",Айде да xоди горе .,Айде да xоди горе .,,айде да xоди горе
UTT_024437,SIM,1;08.22,SIM,"am, am, ajde .","['am', ',', 'am', ',', 'ajde', '.']","['am', ',', 'am', ',', 'ajde', '.']","['am', 'am', 'ajde']",3,"Ам, ам, айде .","['ам', 'ам', 'айде']","Ам , ам , айде .","Ам , ам , айде .",,ам ам айде
