id	lowercased_utterance
books_54282	учуди се делфинчето
books_18712	те продължиха нататък
books_48324	подскочи нагоре хвана се за един клон и завчас се покатери на дървото
books_91297	не нали не мога да се прибера и да занеса хляб на ундис без да разкажа откъде съм го взел
UTT_014347	какво е това мамо
books_78770	цял ден весело подскача
books_33993	там се издигала бесилка
books_88456	но все пак помнете че алфред беше само един беден ратай от льонеберя а вие не сте
books_84370	с филип четвърти в много лют
books_40467	ала колко голямо и грозно беше то
books_23534	клетката на лъва къщата на жирафа и басейна на тюлените
books_99401	а ние сме пленени принцеси
books_110016	циписек стоеше безпомощно
books_95307	бузите му бяха мокри от сълзите а в ръцете си държеше куп писма
books_98885	съгласи се веднага принц лимон като потриваше ръце
books_40219	разбойническото момиче я погледна строго поклати глава и каза
books_63083	под масата има дупка покрита с плоча прошепна лиско
UTT_043842	ама какво правиш сега защо се събличаш
books_42997	баща ни беше много строг човек той рядко приказваше
UTT_038463	xайде да чистим бабо
books_65664	затова ви доведох тук
UTT_010019	това какво е
books_86146	дълбоко спеше в тоя час
books_42064	идеята на художника възкръсна отново и се яви не като призрак а в действителност
books_42678	старият главен писар е най-лош от всички защото нищо не разбира
books_69332	изкрещя чими
books_23924	питай каролина това бил електронният робот който помагал в къщната работа
books_91128	всяка сутрин тя се губеше някъде никой не знаеше къде
books_22926	той започнал да разсъждава да наблюдава своите братя да смята колко прави две и две и четири и четири
books_107561	крокодилът гена облече най-хубавия си костюм и сложи най-красивата си сламена шапка
books_2196	полковникът дръпна резето
books_90892	помогнете ми да се измъкна
UTT_008304	мама крава
books_101164	ах малко гума за триене нали
books_54837	ако махнеш тези
books_101533	леля панокиа отнесла дзопино вкъщи и го зашила за едно кресло
books_31633	момчето му благодарило и се върнало при баща си
books_103314	и той започна да пише къси дописки под общо заглавие картички от италия
books_23291	един ученик упражнявал делението
books_71145	хайде сега вече да спим
books_103502	жените дошли да посетят детето се учудваха
UTT_001668	от количката да
books_82062	номер първи
books_22041	хм това пътуване по южното море свърши каза пипи когато минаваше с коня по мостика
books_52193	само два
books_46408	цамбурна във водата
books_18839	но старата жена беше чужденка тъй че не разбра какво й каза пипи а отвърна
books_19876	значи фридолф е написал тази книга защото от него научих песента
UTT_017093	да мамо
books_85198	в тях пътуват и нашите автори скромни
books_12758	аз съм от най-горното клонче
books_16354	застяга колата
books_71711	в него ли
books_5608	по следите на ламята
books_64966	извика болно питона
UTT_003042	ами къде е твоето букварче
books_7091	никой не му отговори
books_64529	добре де тогава какво чакате
books_87344	емил чу за мишката и макар да имаше температура веднага започна да крои как да я хване ако номерът с котката се провали
books_53638	какво ще стане ако я заговоря
books_25474	никой не смеел да се доближи до тях защото знаел че излага на опасност живота си
books_23359	не искам вече да бъда невидим плачел
UTT_012205	боц-боц с рогцата
books_100925	разбира се има и най-хубавата игра тоест училището
books_34083	когато на сутринта шивачът дошъл видял пред себе си прекрасен дворец от восък
books_61415	да съгласи се димби
books_86458	как не рече емил
books_6423	и звучна дрънкалка
books_93030	но не се оправяше
books_78085	че без здраве няма песен
UTT_032462	какво правиш
books_86075	бих казал аз за похлупак
books_62841	според мен
books_40790	но славеят е най-хубав от всичко
UTT_006520	за тебе ли
UTT_032562	не не е синьо
UTT_000427	а тука кой е
books_4590	ще яизорем ще посеем жито и ще чакаме да узрее
books_17530	чакай сега пък аз да те гостя с печени гъбки и малко сиренце
books_74229	а така ние пък няма да останем сами
books_9847	то е малко гнило но ще го поправим
books_60544	вече е почти обед а още не сме измислили приключение
books_97770	пръв дойде с цигулката си под мишница маестро круша преподавател по музика
books_2764	и врагът ни ще зърне кутретата
books_87612	какъв кон
books_44495	на стъпалата пред народния театър се трупат стотина деца
books_103593	оставете ме
books_63758	продума тихо той
books_76983	с гърмол пиринчен
books_48141	стой крадецо
books_45014	загрухтяха от сутрин до вечер лакомите жители на кочината а някогашният вехт мост запращя от мъка
books_53962	това е добре
books_61265	да влязат в къщичката ей
UTT_036721	какво правиш
books_26025	изтичал вълкът при един хлебар и му рекъл
books_106900	разсърди се хлапето
books_55684	аз съм баба баба меца
books_103018	мислели си секретарите разярено
books_13456	вие сте чудни летци
books_21043	възкликна пипи
books_92992	от мъглата ли се боиш
books_60457	какво е станало
books_35724	добре де
books_17092	от птичия дом излезе гащатият петел протегна се разтърси крила клъвна една паднала вишна и важно закрачи по влажния двор
books_73990	значи и ти си лош
books_84930	грабнал го лисан но ето на
books_59861	приятелите разтърсиха глави светът пред очите им се въртеше
books_71523	на светльото
books_76301	дори не беше се запазила следа от животното което обитаваше дупката
books_43307	дори драги ми господине бе развеселен и не направи нито една забележка
UTT_022619	а твоето братче да го вземем ли на плаж
books_49369	като свърши тая хубава работа злосторникът седна на стола протегна дългите си крака върху масата и се замисли дълбоко
books_63334	откакто започнахме този начин на живот намеси се мокси се родих отново
books_77056	помолила малък сечко
books_55168	тя се извиваше по скалите към хълма провираше се между две дървета и отиваше към къщичката
UTT_029502	на лапичките какво има
UTT_014804	и това е бебе
books_60935	мокси се разтревожи
books_6649	ще те изнеса когато поискаш
books_72503	и то изпълняваше заканите си блъскаше пианото риташе го стреляше по него с двата си пистолета
books_6755	за да я заслужиш най-напред трябва да убиеш великана
books_48797	някъде свиреха гайди и думкаше тъпан
books_33967	една вечер той си легнал гладен а на сутринта стомахът вече го болял от глад
books_49113	добре ми дошъл къдрьо приятелю
books_22751	койгознай питали го те кое ти харесва повече кашкавала или сиренето
books_15401	доде се обърне наляво не останал нито един жив турчин покосил ги както косата коси млада пролетна трева
books_94535	интересно заключи маншон
books_72332	и още е каза кучето
UTT_033948	а малките патета къде са
UTT_038182	xайде друго
books_41576	елиза се вгледа внимателно и видя че това беше само мъгла пълзяща над водата
books_17844	хм отговори замислено пипи
UTT_016373	а тука какво прави вълчо мамо
books_52263	рече слънцето
books_92397	никое опашато таласъмче нито среднощният трол нито пък витрите или сивите джуджета се страхуваха от хищните животни
books_35760	само че говори по-силно защото не чувам добре казал ковача
books_80903	рече лигавата костенурка
UTT_017044	не съм ги прибрала
books_89287	в същия миг откъм вратата долетя весело грухтене и мъничето нахълта в галоп
books_29370	значи ще дадеш мен на това бодливо момче
books_99611	мечките бяха обичани от всички но имаха и врагове
books_28002	гледали гледали най-сетне се престрашили и почукали тихо на прозореца
books_21896	в пещерата беше топло и уютно
books_18706	тримата потеглиха да търсят господин нилсон
books_82259	няма да станеш нито капка по-истинска като плачеш забеляза туидълди
UTT_024218	кой слуша
UTT_010093	и няма да се напикаваш и няма да ревеш
books_26871	каляската ти не е здрава
books_56200	точно така
books_79678	едно време като четях приказки мислех че такива работи никога не се случват а ето че сега сама съм героинята на една такава приказка
books_101703	притаил се в един вход и оттам съвсем спокойно и удобно можал да прочете новото съобщение на дзопино което гласяло
books_2435	излез в полето през задния двор на хлебарницата и върви все направо около седем километра
books_53887	време е и акулите да преминете на водорасли
books_84812	а почнал тъй
books_55295	защо медузите са толкоз отвратителни същества
books_58453	и утре няма да го потърсиш
books_73049	листенцето се дърпаше и плачеше
books_71916	нищо им няма
books_107294	за да си изясни тази бъркотия чебурашка отскочи настрани
books_60796	призна си мокси
books_16717	господ здраве да ти дава
books_69282	де да знаеш викаш
books_282	осем кутрета
books_2544	тя поседя само няколко минути стана отърси се и рече бодро
books_34389	на другия ден старицата отново му донесла храна и напитка но той отказал
UTT_029320	избягал далеч в гората
UTT_012920	нани кати
UTT_022629	баба отиде навън
books_23004	обаждал се мартино обзет от любопитство
books_109990	князът подхвърли върху дланта си пръстенчето и каза
books_59633	този път маймунчето не кацна върху рамото на лиско а се зададе с маршировка по пътеката
books_91691	ще ти го кажа
books_56082	какво изщрака
books_68583	знаех си
UTT_009203	коя какичка бе мамо
books_93799	няма ли в нея от най-хубавия мъх
UTT_041146	тетито тои
UTT_010358	това е кравата
books_25391	но не намерил нищо освен една буца старо сирене и я пъхнал в джоба си
books_66715	откога не съм наблюдавал небето
UTT_014159	това са билки мамо
UTT_041915	тука няма място
books_3427	срещнала овчарското куче
UTT_012900	да мърда си тук
books_104732	няма да има луна
books_89981	изкрещя той
books_89268	ще го заведа промърмори таткото на емил навъсено
books_53242	колкото може по-далеч от изабел
books_63286	мокси ела
books_62037	лиско усети целия подем на оркестъра и запя още по-силно
books_15888	продавачът на вестници
books_51816	да
books_97569	стегни се за път и тръгни по света да се учиш
books_11464	не не бива дано
UTT_001784	машина ли има там мамо
books_59179	точно така
books_59340	скочи димби
UTT_020211	това е бебето на кравата
books_37693	изведнъж се разнесоха барабанни удари и звуци от тръба
books_33493	когато и на следващата сутрин намерили две златни монети сиромахът отишъл при брат си и му разказал тази странна история
books_39285	може би господарският замък е разрушен отдавна рече охлювът
books_42224	семейството което живееше в нея бе сиромашко но честно и трудолюбиво
books_67566	само ще стоим и ще гледаме
books_57577	и не мислиш
books_7700	примижа и тръгна бавно към вратата
books_10542	скоро патилане оставяй яйцата
books_44623	сън не ме хващаше тогава
books_97641	тиквичка коленичи пред вратата запълзя по лакти и колена и като въздишаше влезе в къщичката си
books_60326	димби и домби разтъркаха очи
UTT_001581	виж ще ми оцапаш леглото
books_87537	лина тази горкана седеше на стъпалата пред ратайската стаичка обгърнала врата на алфред и нищо не подозираше
books_51298	ревнал лъвът
books_45333	мене оня бивол видиш ли го
books_94009	обичам си само един котарак алберт
books_45180	искам да капна и заспя
books_39956	и тя скочи от камъка и тръгна отново на път
UTT_003290	иска да xване калинката малинката
books_12584	не може не си давам перата
books_81841	езикът струва хиляда монети една дума
books_62434	не се шашвай
UTT_000964	xайде да пееш
books_5829	най-големият се изпъчи и направи две крачки напред
UTT_037382	какво прави баба дежа
books_99744	извика лимон втора степен
UTT_032306	къде е калоянчо
books_2870	все още те чака много работа
books_62980	наддаде домби
books_17303	много добре изпипан глас имаш
books_38288	там поне знаеш какво дишаш
books_82274	егоисти такива
books_77113	баба марта бързала
books_20112	мисля че татко няма да стои вечно на оня негърски остров
books_19915	ами я вижте какво намерих под един камък три шоколадови пасти
books_34735	промъкнал се сред развалините на къщата и точно до огнището намерил старата кана
UTT_013343	да мамо
books_74692	разузнавачите се върнаха и съобщиха че червената уста наистина е ранена и сега лежи в дупката си
books_82345	извика туидълдум с остър тревожен глас и двамата братя си плюха на петите и изчезнаха в миг
books_2625	не може да не са чели вестниците
UTT_040935	ела да видим какво има вътре
books_95780	трябва ми малко прясно мляко за един болен
books_389	тъкмо го бяха насапунисали когато понго се прибра от разходката си с леля иконом и се втурна през отворената врата на пералнята
UTT_042423	леля да ти помогне ли
books_94967	уведоми той
books_67573	мокси ритна земята и тръгна
books_96109	разбраха че само с голи заплахи трудно ще ни прогонят оттук
books_54359	и умира само веднъж подхвърли синята акула
books_23545	какво ще стане ако хвърля от балкона господин мързелан
books_1565	попита тя
books_82226	извикаха братята всеки хвана
books_104794	човекът дал на джорджо четката и си отишъл
books_29592	вярно е отговорила тя но да ми беше казал по-рано
books_52244	за друго не те бива
books_29335	момчето извадило свирката и започнало да свири а животните които взел със себе си кротко пасели наоколо
books_89	беше дребен с притеснен вид и освен да търгува с кожи очевидно нищо друго не умееше да върши
books_60937	ей сега ти въздъхна дълбоко и ме разтревожи
books_47069	тази ръкавичка е на тошката
books_85318	пристъпваше напето
books_76673	а когато стигнаха до първата борова гора чиито върхове бяха изполомени от зимните бури те налягаха под тях да си починат
books_30053	свещеникът и певецът които живеели наблизо до църквата първи чули и като видели блуждаещите светлинки на гробището решили че се е случило нещо странно
books_74054	така говорели коралите и лилито като разбрало че е безсмислено да ги моли се опитало да разчупи клетката им
books_48687	то побледня сви се в коша и затрепера като сух лист
UTT_021852	вкусен ли е сокът
books_27248	съдията заповядал пак да го разбудят и да го накарат да впрегне конете
books_64061	тук глътне човек там животно на друго място птица пак човек пак животно
books_38708	те били съвсем голи и пляскали с ръце във водата
books_73910	която човекът удивен назовава
UTT_031030	те и котенцата могат да ги ядат по-големи
UTT_023672	задави ли се
UTT_034447	чакай на калоянчо да напръскам крачетата
books_77527	дора габе
books_75535	костенурката се търколи по стръмнината като камък и глухо изчезна надолу където бучеше водопадът
books_638	човек може да помисли че сигнализират обади се мистър душкинг
books_86041	секирата веднъж затри
books_74614	тогава насочваше своя стъклено неподвижен и остър поглед към най-близкото врабче и го гледаше без да мигне
books_66072	непрекъснато мисля все за тази дума
books_71942	затворено до утре сутринта
books_22061	пипи дългото чорапче не иска да порасне
books_101644	стига сме те слушали
UTT_023371	какво има в xляба
books_39413	най-сетне настъпи коледа и първа отсякоха нашата еличка
books_97620	но аз нямам кокошки
books_5706	сякаш някой ти плаща за всяко отваряне на устата
books_99381	сбогом прочее о невярно куче
books_74769	но в деня на тяхното преселение се случи нещо необикновено което промени живота им и пак им докара нови още по-страшни патила
books_99491	мечока се съгласи с удоволствие да поиграе пред домакините и всички прекараха приятно вечерта
books_57796	не съм те обидил
books_39277	ах как ми се иска да зная колко далеч се простира тя и какво има зад нея
books_2626	веднага ще се досетят че сме липсващите далматински догове
UTT_006873	ам взе да киxаш
books_38905	прекрасното ти лице отвърна магьосницата твоят въздушен вървеж и твоите говорещи очи
books_21980	нещо ужасно отговори пипи
books_106284	аз съм чебурашка
books_31239	момъкът постлал отново покривчицата поканил конника и двамата седнали да ядат
UTT_038353	ето къщата
books_51686	ето въпросите които се вплитаха в мислите на лиско когато се движеше и когато спираше за да разбере дали и мислите му спират
books_72543	човекът без музика бедняк е последен
books_99188	има три крака съединени с железен обръч
books_57108	ядоса се мокси и започна да се засилва като забрави да се върне и изчезна по посоката от която бе дошъл
books_83654	пет пъти по-топли и пет пъти по-студени
books_2746	скачайте вътре в това хубаво чудо
UTT_030693	едно за мама и едно за симончи
books_45607	слънцето го нямаше още
books_76111	къде се е дянала
UTT_023460	виж и мама се е одраскала
books_39012	о аз съм много щастлив
books_65727	лиско надзърна през него
books_90602	извика тя и си тръгна
books_40614	на добър ти час
books_108822	онзи който оскърби
books_100428	той започна да чете писмата и малко по малко очите му се пълнеха със сълзи трябваше да ги бърше за да продължава четенето
books_47779	значи ти искаш да отидеш при ония смешни човечета които имат само два крака
books_71703	кълва се тоест кълна се във всички корояди и какавиди нищо не разбирам
UTT_014058	къде е сега тати
books_61090	помисли си лиско
books_18054	ала бенгт нямаше какво повече да каже за обувките на пипи нито пък за косата й
books_35118	върви си тогава
books_970	пак попита мисис
books_40316	това беше предната стража на снежната царица
books_16922	разкажи татко как ти се падна
books_90300	не си толкова загубена
books_82983	да изтичаме да ги видим
books_19435	не можем да танцуваме около новогодишната елха защото я изхвърлихме преди три месеца
books_97868	господин лукчо обади се той хубава ли е тази вода
books_107746	румцайс ела трябват ми нови обувки
books_37384	благодаря ти за чудните песни през лятото когато всички дървета бяха зелени а слънцето светеше тъй топло над нас
books_17623	как ли
books_4092	едното налапало сърцето и го глътнало другото се опитало да изяде воденичката но тя заседнала на езика му
UTT_012971	топчето или куклата искаш
books_101982	мислех се за такъв
books_81807	главни реки няма никакви
books_47666	те бяха окъпани горди и радостни
books_30488	един ден дошли стражи хванали го и го изправили пред съда
books_53264	плесна с ръце мария
UTT_010955	нищо нищо
books_77781	с песни ще ви славим днес
books_31574	по пладне бащата казал
books_50549	той имал невеста като цвят но детенце си нямал и затуй мъката му била голяма
books_48009	той се труди в градината
books_11600	звънецът удари
books_96989	а гласът му чак трепереше
UTT_011584	не ми даде
books_96987	рече да продължи но маншон викна възмутен
books_90217	къде е малкото момиче къде е къде е
books_39723	човекът който седеше в нея се изправи това беше една висока стройна ослепително бяла жена снежната царица
books_39001	но в тоя миг до нея се приближи един моряк от кораба и сестрите й се гмурнаха веднага в дълбочината
UTT_029524	остави го
books_48268	ами ако дигне ръка да ме набие
UTT_010768	милвай го мамо
books_84761	най-накрая най кърви
books_73629	сбогом старо пиано с раздрънкан клавиш
books_96725	елате да видите
books_65076	може би стремежът ти да се навираш в опасности
books_48874	аз биволи не ям много дебела кожа имат
books_50320	да спрат взаимните вражди
books_105791	сам на уличката стара
books_55246	а защо не слушаше когато ти говорех
books_78754	врани грачат сал едни
books_60860	изруга вълкът и хукна по пътеката която всъщност беше най-дългата пътека на всичко отгоре завиваше и водеше в обратната посока
books_31381	не влизай в гората
books_20563	ще бъде наистина чудно ако ги накарам да не мислят за нищо друго освен за уморението
books_75776	за миг настъпи тишина после отведнъж се чу викът на катерица и лекият шум на крила който отмина навътре из гората
books_108889	това окончателно изкара от търпения краля
books_89851	това се отнасяше за теб емиле
books_77803	ту се хващат за ръчица
books_60319	колко хубаво го дават
books_109609	румцайс огледа пещта с вярното си разбойническо око
books_83319	но май ще бъде наистина малко трудно
books_32795	минали през всички стаи и накрая спрели пред една врата на която висели три катинара
books_35792	докато си похапвали сладко никой не казал нито дума
books_11743	тез неща разбирам макар да съм куче
books_98291	аз не намеквам нищо само ви казвам истината ако изобщо искате да я чуете
books_39808	рече старицата
books_101035	докато джелсомино ходел из овощната градина видял го един селянин който копаел в съседната нива
books_22170	никога вече не се чу нещо за него
books_71417	и ако е въпросът за породата аз имам не само една а не мога да ти кажа колко
books_44157	от време на време той дигаше нагоре празните си очи към звездния рой и пълната месечина
books_61658	познавам лиско като ушите си
books_95557	твърде добро въздействие според мен оказва лечебният чай
books_37348	влез вътре да се постоплиш и да си хапнеш с мен
books_2389	кутрета търкаляйте се
UTT_016684	бати да
books_6057	сплъстената му коса като на калугер стигаше до раменете
books_80813	какви предмети имахте
books_5826	тримата братя се спогледаха озадачени
books_69183	да попаднеш три пъти за един тъй кратък живот в дупката на варел е много а чими бе попадал вече два пъти
books_78741	там сред двора старата черница
books_8466	не съм вече болен
books_33873	не може ли и на мен да изпълниш поне едно желание
books_14799	идат господарю ето ги
UTT_004037	къде някъде
books_101726	о о още сме будни
books_33286	аз работех за баща ти тези овце са твои отговорил старецът
books_106507	изгониха ме от къщи
books_8969	аз да те посрамя
books_4550	като чер ручей зашумели към неговия дом
books_609	и този ум сега бе задействан
UTT_038940	къде е другото
books_41976	една вечер се появи ужасна буря засвяткаха мълнии затрещяха гръмотевици заваля дъжд като из ведро просто да умреш от страх
books_44356	събра цяла шъпа левове и си ги скри на едно потулено място
books_30496	там му напомнили какво е обещал а той казал
books_93574	но нали наесен ще се върнеш обикновено така правиш
books_3312	така че спря да ходи на работа само беше на разположение на правителството ако пак си обърка сметките
books_107501	да забивам изкривените пирони
books_66207	защото той ще продължава да минава и не желая да бъда сам
books_74688	и като се обърна към една мъничка мравка която мъкнеше просено зърно заповяда й да съобщи новината на мравуняка
books_41305	сега тя нищо не струва рекоха пръстите но все пак продължаваха да я стискат здраво
books_59845	осата се върна отново в боя
books_92773	изкрещя тя отчаяно
books_45826	старецът се ядоса
books_106233	прилича на бракувана играчка
books_42347	и наистина мина час мина още един а тя продължаваше да лежи в копривата
books_103970	и се оплакваш
books_71454	ама само шест
UTT_020237	я пипни мамо бебенцето мърда ли
books_26747	той отвърнал
UTT_007278	а това
books_71353	котките също избягали от клетката защото пазачът им бил забравил да я заключи
books_100900	от носене на куфари стана тънък като джобно ножче
books_9774	за нос ще му сложим червена пиперка обади се ганчо
books_58651	с каишка
books_9600	бате патилане
books_60977	да живее ловеца
books_54575	крия се
books_59981	нещо парцалено
books_14405	полека започна да плакне бреговете си една широка река в чиито води се оглеждаха стари върби с набръчкана кора и безпомощно увиснали надолу клони
books_61643	като нищо
books_60924	за приятни неща продължи мокси
books_81445	нека си представим че ти си черната царица кити
UTT_007321	това какво е
books_3415	как да не пия отговорила овцата мъка ме дави нощес вълкът изяде добрия ми баща
UTT_037375	то какво прави
UTT_028577	да чуx
books_3839	вземи чедо тая парица за да си купиш кравайче от хлебарницата
books_83707	продължи тя нетърпеливо
UTT_042944	лепенки да стане красиво
books_15320	наместо да разгледа гривната крали марко стиснал здраво ръката на момата издигнал я нагоре и я преметнал отпреде си
books_78206	от лехичка по паничка
books_64439	не знам с тях не ме е страх
books_99162	да не би да търсите по килима дупки през които биха могли да избягат затворниците
books_89483	тогава започна да я рита
books_79173	бабо остави я де
books_37846	каза съветникът
books_19275	дори и да не седне с нас на масата
books_33637	после лисицата взела блюдото и го поднесла на господаря си
books_34005	после той метнал през рамо празния си чувал и продължил по пътя като весело си подсвирквал
books_97300	и тримата с тревога наблюдаваха спасителната операция
books_21344	помислете си само да бъдеш в морето на свобода
books_81848	един козел който седеше до господина в бяло затвори очи и каза със силен глас
books_104636	докато един ден четири кучета известни полицаи не решили да хванат мечока и да сложат край на неговите подвизи
books_76700	тревата вече не бе нито тъй гъста нито толкова висока
UTT_041183	и после пълзяла и отишла да помогне на децата
books_97235	сега всичко е по-друго
books_91890	само веднъж крадешком го стрелна с крайчеца на окото си и видя един матис съвсем различен от оня баща който тя познаваше
books_21196	още в пет часа сутринта можеше да се чуе как това яко момиче троши порцелан в кухнята
books_3332	предложи той
UTT_032622	ти какво рисуваш
books_75675	тя носеше в устата си лешник
books_49899	аз съм баща на седемнадесет деца
books_53214	всяка сряда и събота ходехме на кино
UTT_017088	ели пако-паня
books_21182	но аз исках само да кажа че и малин крадеше поде пипи
UTT_044602	дядо я поправи
books_54266	трябва да им разкажа какво се случи с лиско и акулата
books_67116	искаха да видят какво ще стане на конкурса
UTT_041087	баба роси да
books_109366	той грабна княгинята през кръста и обиколи с нея езерото дванайсет пъти
books_101156	и с широко разперени ръце той показал всички неща за ядене които изпълвали магазина
UTT_038339	да перем да перем
books_48686	кръвта замръзна в жилите на девойчето
books_99757	преди настъпването на вечерта покрай дърваря минаха много други хора
books_73764	запитала рибата
books_71507	от евтина пластмаса
books_20042	ти имаш ли енфие
UTT_039122	време е за сън
books_94956	едва успя да издума това и жълтият котарак направи страхотен скок
books_5758	му отговори наставнически странникът
books_86530	супникът струва четири крони
books_70899	за съня на децата
books_51009	постла я но изведнъж прехапа устни върху кърпата не се появиха никакви паници
books_56489	завиваш яйцето в кърпата и готово
UTT_039254	бубата къде отиде бабо
books_66603	ще те викам
books_6347	звънчетата се сборичкаха по шията на елена и изведнъж млъкнаха
UTT_037437	да то яде
books_51126	рекъл старецът щом преглътнал първата лъжица
books_38678	една от тях си беше направила цветна леха във форма на кит друга искаше нейната леха да прилича на мъничка морска русалка
books_22764	когато най-после забелязало че е останало само било вече тъмно за да потърси пътя и решило да прекара нощта в мелницата
books_59949	за да не пукнем от скука
books_20494	на времето познавах един майстор на кахлени печки в калкута който все мълчеше
books_35646	дяволите замълчали спогледали се и казали
UTT_043160	да бабо децата
books_55377	аз съм мързелив
books_10876	да му е честита
books_34438	това е моят пръстен
books_9122	и аз заразправях приказки и смешки
books_71237	такова казва дядо му
books_62849	нищо не разбираме
books_96297	отдолу се чу пъхтенето на мъхеста брада и на маншон
books_60989	вижте го
books_70075	но ти не си живяло сред тях
books_48277	задъхано и зачервено ането стигна до гората
books_29805	отиди в избата да видиш какво става с елза
books_77078	веселата кукувичка
UTT_022662	да мамо
UTT_038872	ти нали знаеш че не можеш да режеш
books_67210	от дръжката й надолу като мустаци се разклоняваха две бели панделки със златни надписи
books_31210	възкликнал радостно момъкът защото разбрал че покривката е вълшебна
books_99564	престани да вдигаш шум ще събудиш пазача
books_24433	но ловецът казал на войника
UTT_042881	тече я залепи тази лепка да стане красив стола
