POS	WORD	SEGMENTED
VERB	проснало	просна+ло
VERB	проснат	просна+т
VERB	проснато	проснато
VERB	проснаха	просна+ха
VERB	проспиват	проспиват
VERB	проспим	проспим
VERB	простена	простена
VERB	простенваше	простенваше
VERB	простете	простете
VERB	прости	прости
VERB	простил	прости+л
VERB	простили	прости+ли
VERB	простим	прости+м
VERB	простиме	прости+ме
VERB	простинат	простинат
VERB	простира	простира
VERB	простирай	простирай
VERB	простирал	простира+л
VERB	простирала	простира+ла
VERB	простираха	простира+ха
VERB	простирахме	простира+хме
VERB	простираше	простира+ше
VERB	простите	прости+те
VERB	простих	простих
VERB	простиха	прости+ха
VERB	простиш	прости+ш
VERB	простра	простра
VERB	простре	простре
VERB	прострели	простре+ли
VERB	простреля	простреля
VERB	простреляло	простреля+ло
VERB	прострехме	простре+хме
VERB	простря	простря
VERB	простряла	простря+ла
VERB	прострян	прострян
VERB	простряха	простря+ха
VERB	простряхме	простря+хме
VERB	простуди	простуди
VERB	простудите	простуди+те
VERB	простудиш	простуди+ш
VERB	простя	простя
VERB	простят	простя+т
VERB	просълзен	просълзен
VERB	просълзи	просълзи
VERB	просълзил	просълзи+л
VERB	просълзили	просълзи+ли
VERB	просълзих	просълзих
VERB	просълзиха	просълзи+ха
VERB	просълзява	просълзява
VERB	просъска	просъска
VERB	просъществува	просъществува
VERB	прося	прося
VERB	просят	прося+т
VERB	протакаш	протакаш
VERB	протегна	протегна
VERB	протегнал	протегна+л
VERB	протегнала	протегна+ла
VERB	протегнали	протегна+ли
VERB	протегнало	протегна+ло
VERB	протегнаха	протегна+ха
VERB	протегнахме	протегна+хме
VERB	протегне	протегне
VERB	протегнеха	протегне+ха
VERB	протегнеш	протегне+ш
VERB	протекоха	протекоха
VERB	протестира	протестира
VERB	протестирал	протестира+л
VERB	протестирала	протестира+ла
VERB	протестирали	протестира+ли
VERB	протестираме	протестира+ме
VERB	протестират	протестира+т
VERB	протестираха	протестира+ха
VERB	протестираше	протестира+ше
VERB	протече	протече
VERB	противеше	противеше
VERB	противи	противи
VERB	противопостави	противопостави
VERB	противопоставял	противопоставял
VERB	противопоставям	противопоставям
VERB	противопоставят	противопоставят
VERB	противореча	противореча
VERB	противоречах	противоречах
VERB	противоречете	противоречете
VERB	противоречеше	противоречеше
VERB	противоречи	противоречи
VERB	противоречил	противоречи+л
VERB	противоречите	противоречи+те
VERB	протичаше	протичаше
VERB	проточваше	проточваше
VERB	проточи	проточи
VERB	проточил	проточи+л
VERB	проточили	проточи+ли
VERB	проточило	проточи+ло
VERB	проточиха	проточи+ха
VERB	протрие	протрие
VERB	протрил	протрил
VERB	протрити	протрити
VERB	протяга	протяга
VERB	протягал	протяга+л
VERB	протягали	протяга+ли
VERB	протягало	протяга+ло
VERB	протягам	протяга+м
VERB	протягат	протяга+т
VERB	протягах	протягах
VERB	протягаха	протяга+ха
VERB	протягаш	протяга+ш
VERB	протягаше	протяга+ше
VERB	проумее	проумее
VERB	проумеем	проумее+м
VERB	проумея	проумея
VERB	проумеят	проумея+т
VERB	проумя	проумя
VERB	проумявам	проумявам
VERB	проумяваха	проумяваха
VERB	проумяваш	проумяваш
VERB	проумяваше	проумяваше
VERB	проумяха	проумя+ха
VERB	проучат	проучат
VERB	проучва	проучва
VERB	проучваше	проучва+ше
VERB	проучен	проучен
VERB	проучи	проучи
VERB	проучим	проучи+м
VERB	профуча	профуча
VERB	профучавайки	профучавайки
VERB	профучаваше	профучаваше
VERB	процвили	процвили
VERB	процеди	процеди
VERB	процежда	процежда
VERB	процеждаше	процежда+ше
VERB	процепи	процепи
VERB	процъфтява	процъфтява
VERB	прочел	прочел
VERB	прочела	прочела
VERB	прочели	прочели
VERB	прочета	прочета
VERB	прочетат	прочета+т
VERB	прочете	прочете
VERB	прочетем	прочете+м
VERB	прочетена	прочетена
VERB	прочетете	прочете+те
VERB	прочети	прочети
VERB	прочетоxме	прочетоxме
VERB	прочетох	прочетох
VERB	прочетоха	прочетоха
VERB	прочетохме	прочетох+ме
VERB	прочисти	прочисти
VERB	прочистиха	прочисти+ха
VERB	прочитаха	прочитаха
VERB	прочул	прочул
VERB	прочут	прочут
VERB	прочута	прочута
VERB	прочути	прочути
VERB	прочутий	прочутий
VERB	прочуха	прочуха
VERB	прошарена	прошарена
VERB	прошепва	прошепва
VERB	прошепна	прошепна
VERB	прошепнал	прошепна+л
VERB	прошепнала	прошепна+ла
VERB	прошепнах	прошепнах
VERB	прошепнаха	прошепна+ха
VERB	прошепне	прошепне
VERB	прошумоля	прошумоля
VERB	прошумоляло	прошумоля+ло
VERB	прошумоляха	прошумоля+ха
VERB	прошумя	прошумя
VERB	прошумяло	прошумя+ло
VERB	прошъпна	прошъпна
VERB	прощава	прощава
VERB	прощавай	прощавай
VERB	прощавайте	прощавай+те
VERB	прощавам	прощава+м
VERB	прощаваме	прощава+ме
VERB	прощават	прощава+т
VERB	прощаваха	прощава+ха
VERB	прощаваш	прощава+ш
VERB	прощаваше	прощава+ше
VERB	проявено	проявено
VERB	прояви	прояви
VERB	проявил	прояви+л
VERB	проявили	прояви+ли
VERB	проявите	прояви+те
VERB	проявих	проявих
VERB	проявиха	прояви+ха
VERB	проявява	проявява
VERB	проявявал	проявява+л
VERB	проявяваха	проявява+ха
VERB	проявяваш	проявява+ш
VERB	проявяваше	проявява+ше
VERB	проявят	проявят
VERB	проядена	проядена
VERB	проядете	проядете
VERB	проясни	проясни
VERB	прояснява	прояснява
VERB	пръвръщаха	пръвръщаха
VERB	пръждоса	пръждоса
VERB	пръждосате	пръждоса+те
VERB	пръждосвай	пръждосвай
VERB	пръждосвайте	пръждосвай+те
VERB	пръждосват	пръждосват
VERB	пръкна	пръкна
VERB	пръкнал	пръкна+л
VERB	пръпна	пръпна
VERB	пръпнало	пръпна+ло
VERB	пръпнат	пръпна+т
VERB	пръпнаха	пръпна+ха
VERB	пръсва	пръсва
VERB	пръска	пръска
VERB	пръскай	пръскай
VERB	пръскал	пръска+л
VERB	пръскала	пръска+ла
VERB	пръскали	пръска+ли
VERB	пръскам	пръска+м
VERB	пръскаме	пръска+ме
VERB	пръскат	пръска+т
VERB	пръскаха	пръска+ха
VERB	пръскаш	пръска+ш
VERB	пръскаше	пръска+ше
VERB	пръсна	пръсна
VERB	пръснал	пръсна+л
VERB	пръснала	пръсна+ла
VERB	пръснали	пръсна+ли
VERB	пръснало	пръсна+ло
VERB	пръснат	пръсна+т
VERB	пръснати	пръснати
VERB	пръснах	пръснах
VERB	пръснаха	пръсна+ха
VERB	пръснахме	пръснах+ме
VERB	пръснахте	пръснах+те
VERB	пръсне	пръсне
VERB	пръснете	пръсне+те
VERB	пръсни	пръсни
VERB	прътети	прътети
VERB	пръхна	пръхна
VERB	пръхнаха	пръхна+ха
VERB	псе	псе
VERB	псува	псува
VERB	птича	птича
VERB	птичи	птичи
VERB	пуxкава	пуxкава
VERB	публикува	публикува
VERB	публикувал	публикува+л
VERB	публикуваме	публикува+ме
VERB	публикувате	публикува+те
VERB	пудреше	пудреше
VERB	пуй	пуй
VERB	пука	пука
VERB	пукал	пука+л
VERB	пукат	пука+т
VERB	пукаха	пука+ха
VERB	пукаше	пука+ше
VERB	пуква	пуква
VERB	пукна	пукна
VERB	пукнал	пукна+л
VERB	пукнала	пукна+ла
VERB	пукнало	пукна+ло
VERB	пукнат	пукна+т
VERB	пукнах	пукнах
VERB	пукнаха	пукна+ха
VERB	пукне	пукне
VERB	пукнем	пукне+м
VERB	пукнете	пукне+те
VERB	пукнеш	пукне+ш
VERB	пулеха	пулеха
VERB	пулеше	пулеше
VERB	пули	пули
VERB	пулите	пули+те
VERB	пулиш	пули+ш
VERB	пулюлеят	пулюлеят
VERB	пуля	пуля
VERB	пулят	пуля+т
VERB	пуне	пуне
VERB	пупиш	пупиш
VERB	пуска	пуска
VERB	пускай	пускай
VERB	пускал	пуска+л
VERB	пускала	пуска+ла
VERB	пускам	пуска+м
VERB	пускаме	пуска+ме
VERB	пускан	пускан
VERB	пускат	пуска+т
VERB	пускате	пуска+те
VERB	пускаш	пуска+ш
VERB	пускаше	пуска+ше
VERB	пусна	пусна
VERB	пуснаxте	пуснаxте
VERB	пуснал	пусна+л
VERB	пуснала	пусна+ла
VERB	пуснали	пусна+ли
VERB	пуснало	пусна+ло
VERB	пуснат	пусна+т
VERB	пуснати	пуснати
VERB	пуснато	пуснато
VERB	пуснах	пуснах
VERB	пуснаха	пусна+ха
VERB	пуснахме	пуснах+ме
VERB	пусне	пусне
VERB	пуснем	пусне+м
VERB	пуснете	пусне+те
VERB	пуснеха	пусне+ха
VERB	пуснеш	пусне+ш
VERB	пуснеше	пусне+ше
VERB	пусни	пусни
VERB	пустее	пустее
VERB	пустееше	пустее+ше
VERB	пусти	пусти
VERB	пуфти	пуфти
VERB	пухна	пухна
VERB	пухтеше	пухтеше
VERB	пухти	пухти
VERB	пухтял	пухтял
VERB	пухтяха	пухтяха
VERB	пуша	пуша
VERB	пушат	пуша+т
VERB	пушел	пушел
VERB	пушех	пушех
VERB	пушеха	пушеха
VERB	пушеше	пушеше
VERB	пуши	пуши
VERB	пушим	пуши+м
VERB	пушите	пуши+те
VERB	пушиш	пуши+ш
VERB	пуща	пуща
VERB	пущай	пущай
VERB	пущайте	пущай+те
VERB	пущам	пуща+м
VERB	пущат	пуща+т
VERB	пущаш	пуща+ш
VERB	пущаше	пуща+ше
VERB	пъxай	пъxай
VERB	пъxаш	пъxаш
VERB	пъxна	пъxна
VERB	пъxнала	пъxна+ла
VERB	пъxни	пъxни
VERB	пъдарят	пъдарят
VERB	пъдеше	пъдеше
VERB	пъди	пъди
VERB	пъдил	пъди+л
VERB	пъдила	пъди+ла
VERB	пъдите	пъди+те
VERB	пъдиш	пъди+ш
VERB	пъдя	пъдя
VERB	пъдят	пъдя+т
VERB	пълзели	пълзели
VERB	пълзеше	пълзеше
VERB	пълзи	пълзи
VERB	пълзиш	пълзи+ш
VERB	пълзя	пълзя
VERB	пълзяла	пълзя+ла
VERB	пълзяло	пълзя+ло
VERB	пълзят	пълзя+т
VERB	пълзяха	пълзя+ха
VERB	пълнеели	пълнеели
VERB	пълнел	пълнел
VERB	пълнела	пълнела
VERB	пълнели	пълнели
VERB	пълнеха	пълнеха
VERB	пълнехме	пълнехме
VERB	пълнеше	пълнеше
VERB	пълни	пълни
VERB	пълнили	пълни+ли
VERB	пълниш	пълни+ш
VERB	пълнят	пълнят
VERB	пъпа	пъпа
VERB	пъпеш	пъпеш
VERB	пъплеха	пъплеха
VERB	пъплеше	пъплеше
VERB	пъпли	пъпли
VERB	пъпрат	пъпрат
VERB	пъпче	пъпче
VERB	пърxат	пърxат
VERB	пъргава	пъргава
VERB	пъргаво	пъргаво
VERB	пържеше	пържеше
VERB	пържи	пържи
VERB	пързаля	пързаля
VERB	пързалял	пързаля+л
VERB	пързаляме	пързаля+ме
VERB	пързалят	пързаля+т
VERB	пързаляха	пързаля+ха
VERB	пързулна	пързулна
VERB	пърли	пърли
VERB	пърпореше	пърпореше
VERB	пърха	пърха
VERB	пърхали	пърха+ли
VERB	пърхат	пърха+т
VERB	пърхаше	пърха+ше
VERB	пъстрокрили	пъстрокрили
VERB	пътешества	пътешества
VERB	пътешествал	пътешества+л
VERB	пътешестват	пътешества+т
VERB	пътешестваше	пътешества+ше
VERB	пътешествува	пътешествува
VERB	пътува	пътува
VERB	пътувайте	пътувайте
VERB	пътувал	пътува+л
VERB	пътувала	пътува+ла
VERB	пътували	пътува+ли
VERB	пътувало	пътува+ло
VERB	пътувам	пътува+м
VERB	пътуваме	пътува+ме
VERB	пътуват	пътува+т
VERB	пътувате	пътува+те
VERB	пътувах	пътувах
VERB	пътуваха	пътува+ха
VERB	пътувахме	пътувах+ме
VERB	пътуваш	пътува+ш
VERB	пътуваше	пътува+ше
VERB	пъха	пъха
VERB	пъхай	пъхай
VERB	пъхал	пъха+л
VERB	пъхала	пъха+ла
VERB	пъхаме	пъха+ме
VERB	пъхан	пъхан
VERB	пъхат	пъха+т
VERB	пъхаха	пъха+ха
VERB	пъхаше	пъха+ше
VERB	пъхна	пъхна
VERB	пъхнал	пъхна+л
VERB	пъхнала	пъхна+ла
VERB	пъхнали	пъхна+ли
VERB	пъхнало	пъхна+ло
VERB	пъхнат	пъхна+т
VERB	пъхнах	пъхнах
VERB	пъхне	пъхне
VERB	пъхнем	пъхне+м
VERB	пъхнеш	пъхне+ш
VERB	пъхнеше	пъхне+ше
VERB	пъхни	пъхни
VERB	пъхтял	пъхтял
VERB	пъчеха	пъчеха
VERB	пъчеше	пъчеше
VERB	пъчи	пъчи
VERB	пъшка	пъшка
VERB	пъшкал	пъшка+л
VERB	пъшкали	пъшка+ли
VERB	пъшкат	пъшка+т
VERB	пъшкаха	пъшка+ха
VERB	пъшкаше	пъшка+ше
VERB	пя	пя
VERB	пял	пял
VERB	пяла	пяла
VERB	пях	пях
VERB	пяха	пяха
VERB	пяхме	пях+ме
VERB	ра	ра
VERB	работел	работел
VERB	работела	работела
VERB	работели	работели
VERB	работело	работело
VERB	работех	работех
VERB	работеха	работеха
VERB	работехте	работех+те
VERB	работеше	работеше
VERB	работи	работи
VERB	работил	работи+л
VERB	работили	работи+ли
VERB	работим	работи+м
VERB	работиме	работи+ме
VERB	работите	работи+те
VERB	работих	работих
VERB	работиха	работи+ха
VERB	работихме	работих+ме
VERB	работиш	работи+ш
VERB	работя	работя
VERB	работят	работя+т
VERB	равапсатвам	равапсатвам
VERB	равапсатваха	равапсатваха
VERB	равнява	равнява
VERB	радва	радва
VERB	радвай	радвай
VERB	радвал	радва+л
VERB	радвали	радва+ли
VERB	радвало	радва+ло
VERB	радвам	радва+м
VERB	радваме	радва+ме
VERB	радват	радва+т
VERB	радвате	радва+те
VERB	радвах	радвах
VERB	радваха	радва+ха
VERB	радвахме	радвах+ме
VERB	радваш	радва+ш
VERB	радваше	радва+ше
VERB	ражда	ражда
VERB	раждал	ражда+л
VERB	раждала	ражда+ла
VERB	раждало	ражда+ло
VERB	раждаме	ражда+ме
VERB	раждат	ражда+т
VERB	раждаха	ражда+ха
VERB	раждаше	ражда+ше
VERB	ражожда	ражожда
VERB	раз	раз
VERB	разxвърли	разxвърли
VERB	разxвърля	разxвърля
VERB	разxвърляй	разxвърляй
VERB	разxвърлям	разxвърля+м
VERB	разxвърлят	разxвърля+т
VERB	разxвърляш	разxвърля+ш
VERB	разxоди	разxоди
VERB	разxодим	разxоди+м
VERB	разxожда	разxожда
VERB	разxождаме	разxожда+ме
VERB	разбера	разбера
VERB	разберат	разбера+т
VERB	разбере	разбере
VERB	разберем	разбере+м
VERB	разберете	разбере+те
VERB	разбереш	разбере+ш
VERB	разбери	разбери
VERB	разбеснее	разбеснее
VERB	разбесняла	разбесняла
VERB	разби	разби
VERB	разбива	разбива
VERB	разбивам	разбива+м
VERB	разбиваха	разбива+ха
VERB	разбиваш	разбива+ш
VERB	разбие	разбие
VERB	разбием	разбие+м
VERB	разбиеш	разбие+ш
VERB	разбил	разби+л
VERB	разбили	разби+ли
VERB	разбира	разбира
VERB	разбирай	разбирай
VERB	разбирал	разбира+л
VERB	разбирала	разбира+ла
VERB	разбирали	разбира+ли
VERB	разбирало	разбира+ло
VERB	разбирам	разбира+м
VERB	разбираме	разбира+ме
VERB	разбират	разбира+т
VERB	разбирате	разбира+те
VERB	разбирах	разбирах
VERB	разбираха	разбира+ха
VERB	разбираш	разбира+ш
VERB	разбираше	разбира+ше
VERB	разбиръси	разбиръси
VERB	разбита	разбита
VERB	разбито	разбито
VERB	разбих	разбих
VERB	разбиха	разби+ха
VERB	разбихме	разбих+ме
VERB	разбия	разбия
VERB	разбият	разбия+т
VERB	разблеяха	разблеяха
VERB	разбойнича	разбойнича
VERB	разбойничат	разбойнича+т
VERB	разбойничите	разбойничите
VERB	разболее	разболее
VERB	разболееш	разболее+ш
VERB	разболееше	разболее+ше
VERB	разболели	разболели
VERB	разболея	разболея
VERB	разболеят	разболея+т
VERB	разболяват	разболяват
VERB	разболяваше	разболяваше
VERB	разболял	разболял
VERB	разболяла	разболяла
VERB	разболях	разболях
VERB	разболяха	разболяха
VERB	разборе	разборе
VERB	разбра	разбра
VERB	разбраx	разбраx
VERB	разбраxме	разбраx+ме
VERB	разбрал	разбра+л
VERB	разбрала	разбра+ла
VERB	разбрали	разбра+ли
VERB	разбрало	разбра+ло
VERB	разбрах	разбрах
VERB	разбраха	разбра+ха
VERB	разбрахме	разбрах+ме
VERB	разбрахте	разбрах+те
VERB	разбръмчаха	разбръмчаха
VERB	разбуди	разбуди
VERB	разбудила	разбуди+ла
VERB	разбудили	разбуди+ли
VERB	разбудило	разбуди+ло
VERB	разбудиха	разбуди+ха
VERB	разбудихме	разбуди+хме
VERB	разбудиш	разбуди+ш
VERB	разбудя	разбудя
VERB	разбудят	разбудя+т
VERB	разбуждаха	разбуждаха
VERB	разбунтува	разбунтува
VERB	разбунтували	разбунтува+ли
VERB	разбунтуваха	разбунтува+ха
VERB	разбута	разбута
VERB	разбъбрали	разбъбрали
VERB	разбъбри	разбъбри
VERB	разбърза	разбърза
VERB	разбързала	разбърза+ла
VERB	разбързали	разбърза+ли
VERB	разбързаха	разбърза+ха
VERB	разбърка	разбърка
VERB	разбъркай	разбъркай
VERB	разбъркайте	разбъркай+те
VERB	разбъркала	разбърка+ла
VERB	разбъркаме	разбърка+ме
VERB	разбъркахте	разбърка+хте
VERB	разбърквате	разбърквате
VERB	разбягали	разбягали
VERB	разбягат	разбягат
VERB	разбягаха	разбягаха
VERB	разбягват	разбягват
VERB	развален	развален
VERB	развалена	развалена
VERB	развалени	развалени
VERB	развалено	развалено
VERB	развали	развали
VERB	развалил	развали+л
VERB	развалила	развали+ла
VERB	развалило	развали+ло
VERB	развалим	развали+м
VERB	развалих	развалих
VERB	развалиха	развали+ха
VERB	развалихте	развалих+те
VERB	развалиш	развали+ш
VERB	разваля	разваля
VERB	разваляли	разваля+ли
VERB	разваляме	разваля+ме
VERB	развалят	разваля+т
VERB	разваляте	разваля+те
VERB	разваляш	разваля+ш
VERB	разваляше	разваля+ше
VERB	разведа	разведа
VERB	разведрите	разведрите
VERB	разведриха	разведриха
VERB	разведря	разведря
VERB	развеждаше	развеждаше
VERB	развел	развел
VERB	развели	развели
VERB	развеселен	развеселен
VERB	развесели	развесели
VERB	развеселил	развесели+л
VERB	развеселила	развесели+ла
VERB	развеселили	развесели+ли
VERB	развеселило	развесели+ло
VERB	развеселим	развесели+м
VERB	развеселите	развесели+те
VERB	развеселиха	развесели+ха
VERB	развеселихме	развесели+хме
VERB	развеселиш	развесели+ш
VERB	развеселя	развеселя
VERB	развеселявали	развеселявали
VERB	развеселяваше	развеселяваше
VERB	развеселят	развеселя+т
VERB	разви	разви
VERB	развива	развива
VERB	развивали	развива+ли
VERB	развивам	развива+м
VERB	развиват	развива+т
VERB	развиваха	развива+ха
VERB	развиваше	развива+ше
VERB	развидели	развидели
VERB	развиделява	развиделява
VERB	развиделяваше	развиделява+ше
VERB	развие	развие
VERB	развика	развика
VERB	развикал	развика+л
VERB	развикала	развика+ла
VERB	развикали	развика+ли
VERB	развикало	развика+ло
VERB	развикаха	развика+ха
VERB	развил	разви+л
VERB	развила	разви+ла
VERB	развилня	развилня
VERB	развило	разви+ло
VERB	развити	развити
VERB	развито	развито
VERB	развиха	разви+ха
VERB	развихри	развихри
VERB	развият	развият
VERB	развлича	развлича
VERB	развличала	развлича+ла
VERB	развличали	развлича+ли
VERB	развличат	развлича+т
VERB	развличаха	развлича+ха
VERB	развличаше	развлича+ше
VERB	разводнили	разводнили
VERB	разврякаха	разврякаха
VERB	развъдим	развъдим
VERB	развъдят	развъдят
VERB	развъжда	развъжда
VERB	развъждайте	развъждайте
VERB	развъждат	развъжда+т
VERB	развълнува	развълнува
VERB	развълнувал	развълнува+л
VERB	развълнувала	развълнува+ла
VERB	развълнувам	развълнува+м
VERB	развълнуван	развълнуван
VERB	развълнувана	развълнувана
VERB	развълнувани	развълнувани
VERB	развълнувате	развълнува+те
VERB	развълнувах	развълнувах
VERB	развържа	развържа
VERB	развърже	развърже
VERB	развърза	развърза
VERB	развързал	развърза+л
VERB	развързах	развързах
VERB	развързаха	развърза+ха
VERB	развързвала	развързвала
VERB	развързваме	развързваме
VERB	развързват	развързват
VERB	развързвате	развързвате
VERB	развързваха	развързваха
VERB	развързваше	развързваше
VERB	развърти	развърти
VERB	развъртя	развъртя
VERB	развъртял	развъртя+л
VERB	развя	развя
VERB	развява	развява
VERB	развявала	развява+ла
VERB	развявали	развява+ли
VERB	развяват	развява+т
VERB	развявах	развявах
VERB	развяваха	развява+ха
VERB	развяваше	развява+ше
VERB	развял	развя+л
VERB	развяла	развя+ла
VERB	развяха	развя+ха
VERB	разгадава	разгадава
VERB	разгадае	разгадае
VERB	разгадаете	разгадае+те
VERB	разгадая	разгадая
VERB	разгадаят	разгадая+т
VERB	разгалил	разгалил
VERB	разгаряше	разгаряше
VERB	разгеле	разгеле
VERB	разгласил	разгласил
VERB	разгласила	разгласила
VERB	разгласиха	разгласиха
VERB	разгласихме	разгласихме
VERB	разгласява	разгласява
VERB	разгласят	разгласят
VERB	разгледа	разгледа
VERB	разгледай	разгледай
VERB	разгледайте	разгледай+те
VERB	разгледал	разгледа+л
VERB	разгледала	разгледа+ла
VERB	разгледали	разгледа+ли
VERB	разгледало	разгледа+ло
VERB	разгледам	разгледа+м
VERB	разгледаме	разгледа+ме
VERB	разгледат	разгледа+т
VERB	разгледах	разгледах
VERB	разгледаха	разгледа+ха
VERB	разгледахме	разгледах+ме
VERB	разгледахте	разгледах+те
VERB	разгледаш	разгледа+ш
VERB	разглежда	разглежда
VERB	разглеждай	разглеждай
VERB	разглеждайте	разглеждай+те
VERB	разглеждам	разглежда+м
VERB	разглеждаме	разглежда+ме
VERB	разглеждаха	разглежда+ха
VERB	разглеждаш	разглежда+ш
VERB	разглеждаше	разглежда+ше
VERB	разглобил	разглобил
VERB	разглобява	разглобява
VERB	разглобяваш	разглобява+ш
VERB	разгневен	разгневен
VERB	разгневено	разгневено
VERB	разгневи	разгневи
VERB	разгневил	разгневи+л
VERB	разгневила	разгневи+ла
VERB	разгневили	разгневи+ли
VERB	разгневиха	разгневи+ха
VERB	разговаря	разговаря
VERB	разговарял	разговаря+л
VERB	разговаряла	разговаря+ла
VERB	разговаряли	разговаря+ли
VERB	разговарям	разговаря+м
VERB	разговаряме	разговаря+ме
VERB	разговарят	разговаря+т
VERB	разговаряте	разговаря+те
VERB	разговарях	разговарях
VERB	разговаряха	разговаря+ха
VERB	разговаряш	разговаря+ш
VERB	разговаряше	разговаря+ше
VERB	разговорили	разговорили
VERB	разгонил	разгонил
VERB	разгоних	разгоних
VERB	разгорещи	разгорещи
VERB	разгорещила	разгорещи+ла
VERB	разгорещили	разгорещи+ли
VERB	разгорещя	разгорещя
VERB	разгорещяха	разгорещя+ха
VERB	разгори	разгори
VERB	разгоря	разгоря
VERB	разгорял	разгоря+л
VERB	разгоряла	разгоря+ла
VERB	разграбват	разграбват
VERB	разграбили	разграбили
VERB	разграбиха	разграбиха
VERB	разгромена	разгромена
VERB	разгромил	разгромил
VERB	разгромили	разгромили
VERB	разгръща	разгръща
VERB	разгръщат	разгръща+т
VERB	разгръщаш	разгръща+ш
VERB	разгръщаше	разгръща+ше
VERB	разгрявам	разгрявам
VERB	разгъна	разгъна
VERB	разгънал	разгъна+л
VERB	разгънала	разгъна+ла
VERB	разгънах	разгънах
VERB	разгърна	разгърна
VERB	разгърнаха	разгърна+ха
VERB	раздава	раздава
VERB	раздавам	раздава+м
VERB	раздаваме	раздава+ме
VERB	раздават	раздава+т
VERB	раздаваш	раздава+ш
VERB	раздаваше	раздава+ше
VERB	раздадат	раздадат
VERB	раздаде	раздаде
VERB	раздадох	раздадох
VERB	раздай	раздай
VERB	раздал	раздал
VERB	раздали	раздали
VERB	раздало	раздало
VERB	раздвижа	раздвижа
VERB	раздвижва	раздвижва
VERB	раздвижват	раздвижва+т
VERB	раздвижваше	раздвижва+ше
VERB	раздвижи	раздвижи
VERB	раздвижил	раздвижи+л
VERB	раздвижила	раздвижи+ла
VERB	раздвижили	раздвижи+ли
VERB	раздвижих	раздвижих
VERB	раздвижиха	раздвижи+ха
VERB	раздвои	раздвои
VERB	раздвоиха	раздвои+ха
VERB	раздвояваше	раздвояваше
VERB	раздели	раздели
VERB	разделил	раздели+л
VERB	разделила	раздели+ла
VERB	разделили	раздели+ли
VERB	разделило	раздели+ло
VERB	разделим	раздели+м
VERB	разделиме	раздели+ме
VERB	разделите	раздели+те
VERB	разделих	разделих
VERB	разделиха	раздели+ха
VERB	разделихме	разделих+ме
VERB	разделихте	разделих+те
VERB	разделиш	раздели+ш
VERB	разделя	разделя
VERB	разделяй	разделяй
VERB	разделял	разделя+л
VERB	разделяла	разделя+ла
VERB	разделяли	разделя+ли
VERB	разделяме	разделя+ме
VERB	разделят	разделя+т
VERB	разделяте	разделя+те
VERB	разделяха	разделя+ха
VERB	разделяше	разделя+ше
VERB	разджафка	разджафка
VERB	раздига	раздига
VERB	раздигнал	раздигнал
VERB	раздиплила	раздиплила
VERB	раздирал	раздирал
VERB	раздират	раздират
VERB	раздираше	раздираше
VERB	раздра	раздра
VERB	раздразни	раздразни
VERB	раздразних	раздразних
VERB	раздрало	раздра+ло
VERB	раздрана	раздрана
VERB	раздраха	раздра+ха
VERB	раздробявали	раздробявали
VERB	раздробяваше	раздробяваше
VERB	раздруса	раздруса
VERB	раздрусал	раздруса+л
VERB	раздрусала	раздруса+ла
VERB	раздрусаме	раздруса+ме
VERB	раздрусан	раздрусан
VERB	раздрусва	раздрусва
VERB	раздрънка	раздрънка
VERB	раздума	раздума
VERB	раздумах	раздумах
VERB	раздумаш	раздума+ш
VERB	раздуха	раздуха
VERB	раздухай	раздухай
VERB	раздухал	раздуха+л
VERB	раздухам	раздуха+м
VERB	раздухаха	раздуха+ха
VERB	раздърпаш	раздърпаш
VERB	разжалват	разжалват
VERB	разждат	разждат
VERB	раззелени	раззелени
VERB	раззеленило	раззелени+ло
VERB	раззелениха	раззелени+ха
VERB	раззеленява	раззеленява
VERB	раззеленяваше	раззеленява+ше
VERB	раззеленят	раззеленят
VERB	раззинаха	раззинаха
VERB	разигра	разигра
VERB	разиграва	разиграва
VERB	разигравал	разиграва+л
VERB	разигравам	разиграва+м
VERB	разиграваше	разиграва+ше
VERB	разиграли	разигра+ли
VERB	разискват	разискват
VERB	разискваха	разискваха
VERB	разкажа	разкажа
VERB	разкажат	разкажа+т
VERB	разкаже	разкаже
VERB	разкажем	разкаже+м
VERB	разкажете	разкаже+те
VERB	разкажеш	разкаже+ш
VERB	разкажеше	разкаже+ше
VERB	разкажи	разкажи
VERB	разказа	разказа
VERB	разказал	разказа+л
VERB	разказала	разказа+ла
VERB	разказали	разказа+ли
VERB	разказало	разказа+ло
VERB	разказана	разказана
VERB	разказах	разказах
VERB	разказаха	разказа+ха
VERB	разказахте	разказах+те
VERB	разказва	разказва
VERB	разказвай	разказвай
VERB	разказвайки	разказвайки
VERB	разказвайте	разказвай+те
VERB	разказвал	разказва+л
VERB	разказвала	разказва+ла
VERB	разказвали	разказва+ли
VERB	разказвало	разказва+ло
VERB	разказвам	разказва+м
VERB	разказваме	разказва+ме
VERB	разказват	разказва+т
VERB	разказвате	разказва+те
VERB	разказвах	разказвах
VERB	разказваха	разказва+ха
VERB	разказваш	разказва+ш
VERB	разказваше	разказва+ше
VERB	разкайва	разкайва
VERB	разкайвам	разкайва+м
VERB	разкара	разкара
VERB	разкарай	разкарай
VERB	разкая	разкая
VERB	разкаял	разкая+л
VERB	разкаяли	разкая+ли
VERB	разквакали	разквакали
VERB	разквасваше	разквасваше
